vaccineStrain	compareStrain	tipDate	mean_N	median_N	min_N	max_N	mean_S	median_S	min_S	max_S
1592032_A_Hong_Kong_2671_2019	1852226_A_Bangkok_62_2020	2020.11.11	5.018	5	5	13	27.305	26	24	164
1592032_A_Hong_Kong_2671_2019	1858651_A_Pennsylvania_01_2021	2021.3.19	3.01	3	3	5	31.213	31	28	108
1592032_A_Hong_Kong_2671_2019	1861076_A_Laos_580_2021	2021.2.21	3.006	3	3	5	29.157	28	26	104
1592032_A_Hong_Kong_2671_2019	1869531_A_Delaware_01_2021	2021.4.16	5.012	5	5	7	24.175	25	21	101
1592032_A_Hong_Kong_2671_2019	1885447_A_Abu_Dhabi_2210622842_2021	2021.3.3	3.022	3	3	9	30.414	30.5	27	124
1592032_A_Hong_Kong_2671_2019	1905714_A_India_PUN_NIV323256_2021	2021.6.21	4.022	4	4	10	32.426	32	29	128
1592032_A_Hong_Kong_2671_2019	1905786_A_India_PUN_NIV312063_2021	2021.5.9	4.01	4	4	6	28.093	28	25	31
1592032_A_Hong_Kong_2671_2019	1905802_A_Nepal_Npwr_05637_2021	2021.4.8	3.012	3	3	5	27.167	27	24	104
1592032_A_Hong_Kong_2671_2019	1916915_A_Oklahoma_01_2021	2021.7.6	4.009	4	4	6	18.144	18	18	22
1592032_A_Hong_Kong_2671_2019	1916923_A_Michigan_03_2021	2021.8.18	2.027	2	2	4	25.301	25	24	29
1592032_A_Hong_Kong_2671_2019	1919553_A_YANAO_08_01V_2021	2021.8.8	0	0	0	0	0	0	0	0
1592032_A_Hong_Kong_2671_2019	1921773_A_Thailand_12_2021	2021.6.24	3.006	3	3	5	26.152	25	23	103
1592032_A_Hong_Kong_2671_2019	1922800_A_Nepal_21FL2699_2021	2021.8.11	4.01	4	4	6	31.263	32	28	108
1592032_A_Hong_Kong_2671_2019	1924350_A_Philippines_6_2021	2021.7.5	3.026	3	3	9	28.695	28	28	106
1592032_A_Hong_Kong_2671_2019	1925236_A_Michigan_05_2021	2021.9.26	3.013	3	3	5	25.347	25	25	103
1592032_A_Hong_Kong_2671_2019	1926248_A_Saint_Petersburg_RII_2415S_2021	2021.1.2	4.01	4	4	6	31.117	32	28	34
1592032_A_Hong_Kong_2671_2019	1940321_A_New_York_03_2021	2021.9.16	6.01	6	6	8	30.07	30	27	33
1592032_A_Hong_Kong_2671_2019	1954438_A_Picardie_28479_2021	2021.9.17	4.012	4	4	6	28.241	29	25	105
1592032_A_Hong_Kong_2671_2019	1967900_A_Pakistan_ICT7_2021	2021.9.16	3.01	3	3	5	29.203	29	26	106
1592032_A_Hong_Kong_2671_2019	EPI2415906_A_Darwin_9_2021	2021.4.17	5.008	5	5	7	27.113	27	24	52
1841681_A_Cambodia_e0826360_2020	19194107_A_Thailand_8_2022	2022.7.11	0.027	0	0	10	17.54	17	16	139
1841681_A_Cambodia_e0826360_2020	1941020_A_Florida_04_2021	2021.10.28	3.024	3	3	14	15.501	15	14	150
1841681_A_Cambodia_e0826360_2020	1952515_A_Pennsylvania_06_2021	2021.11.21	3.032	3	3	13	16.616	16	15	138
1841681_A_Cambodia_e0826360_2020	1958506_A_Khakassia_155_06V_2021	2021.11.30	1.032	1	1	11	15.66	15	14	137
1841681_A_Cambodia_e0826360_2020	1960344_A_Montana_10_2021	2021.11.29	3.024	3	3	14	16.501	16	15	151
1841681_A_Cambodia_e0826360_2020	1964326_A_California_46_2021	2021.12.19	4.027	4	4	14	15.54	15	14	137
1841681_A_Cambodia_e0826360_2020	1983154_A_Montana_02_2022	2022.1.6	3.029	3	3	13	15.548	15	14	137
1841681_A_Cambodia_e0826360_2020	1992288_A_Wyoming_09_2021	2021.12.2	3.024	3	3	14	16.501	16	15	151
1841681_A_Cambodia_e0826360_2020	2004157_A_North_Dakota_03_2022	2022.2.9	3.023	3	3	13	17.464	17	16	139
1841681_A_Cambodia_e0826360_2020	2007488_A_New_Mexico_07_2022	2022.2.14	4.034	4	4	14	16.634	16	15	138
1841681_A_Cambodia_e0826360_2020	2019560_A_Novosibirsk_RII_MH60652S_2022	2022.1.10	1.049	1	1	15	17.894	17	16	187
1841681_A_Cambodia_e0826360_2020	2042591_A_Picardie_21593_2022	2022.3.21	1.037	1	1	11	14.66	14	13	136
1841681_A_Cambodia_e0826360_2020	2042752_A_Lorraine_23758_2022	2022.3.26	1.049	1	1	15	15.82	15	14	185
1841681_A_Cambodia_e0826360_2020	2042994_A_Lorraine_28541_2022	2022.4.9	1.034	1	1	11	16.626	16	15	138
1841681_A_Cambodia_e0826360_2020	2043548_A_Berlin_23_2022	2022.3.17	1.027	1	1	11	16.536	16	15	138
1841681_A_Cambodia_e0826360_2020	2046104_A_Krasnodar_Krai_183_10V_2021	2021.12.17	1.032	1	1	11	17.63	17	16	139
1841681_A_Cambodia_e0826360_2020	2063583_A_Idaho_25_2022	2022.5.1	2.025	2	2	12	15.442	15	14	137
1841681_A_Cambodia_e0826360_2020	2077428_A_Berlin_61_2022	2022.4.25	4.029	4	4	10	40.224	40	36	133
1841681_A_Cambodia_e0826360_2020	2127871_A_Michigan_35_2022	2022.5.18	4.025	4	4	10	44.247	44	42	137
1841681_A_Cambodia_e0826360_2020	2136215_A_Abu_Dhabi_1812537_2022	2022.6.30	4.027	4	4	10	43.261	43	39	136
1841681_A_Cambodia_e0826360_2020	2176957_A_Florida_70_2022	2022.8.8	4.023	4	4	10	45.15	45	41	140
1841681_A_Cambodia_e0826360_2020	2194875_A_Maldives_875_2022	2022.9.9	3.027	3	3	9	38.203	38	36	135
1841681_A_Cambodia_e0826360_2020	2233523_A_Ayutthaya_NIC_P2289_2022	2022.7.18	1.029	1	1	11	14.558	14	13	136
1841681_A_Cambodia_e0826360_2020	2325220_A_Finland_298_2022	2022.9.4	3.029	3	3	13	37.152	37	35	183
1841681_A_Cambodia_e0826360_2020	2500106_A_ABUDHABI_UAE_1112067_2022	2022.4.25	3.027	3	3	9	33.185	33	31	130
1841681_A_Cambodia_e0826360_2020	2503987_A_British_Columbia_124_2022	2022.6.19	2.036	2	2	12	19.654	19	18	141
EPI2415906_A_Darwin_9_2021	19296516_A_Croatia_10136RV_2023	2023.12.4	2.019	2	2	8	16.711	15	15	125
EPI2415906_A_Darwin_9_2021	19377008_A_Arica_52920_2024	2024.7.1	3.026	3	3	9	22.842	21	21	131
EPI2415906_A_Darwin_9_2021	19355069_A_Chiang_Rai_1932_2024	2024.3.27	2.027	2	2	16	19.001	18	16	193
EPI2415906_A_Darwin_9_2021	19378437_A_Denmark_2208_2024	2024.6.29	3.036	3	3	13	19.827	18	18	148
EPI2415906_A_Darwin_9_2021	19522825_A_Denmark_2281_2024	2024.8.26	2.031	2	2	16	22.319	21	19	196
EPI2415906_A_Darwin_9_2021	19455563_A_England_2481021_2024	2024.6.4	3.036	3	3	17	20.421	19	17	194
EPI2415906_A_Darwin_9_2021	19539069_A_Ghana_1122_2024	2024.7.24	4.037	4	4	18	20.864	19	18	199
EPI2415906_A_Darwin_9_2021	19298604_A_Ghana_3370_2024	2024.6.6	2.023	2	2	8	19.731	18	18	128
EPI2415906_A_Darwin_9_2021	19377137_A_Guyana_10084_2024	2024.5.28	3.019	3	3	9	19.936	19	17	127
EPI2415906_A_Darwin_9_2021	19274403_A_Hungary_264_2024	2024.3.26	2.036	2	2	16	19.113	18	16	193
EPI2415906_A_Darwin_9_2021	19355364_A_Kenya_139_2024	2024.5.23	2.035	2	2	16	22.89	21	21	201
EPI2415906_A_Darwin_9_2021	19388144_A_Saudi_Arabia_PHL_FS8301_2024	2024.7.6	2.033	2	2	16	19.847	18	18	198
EPI2415906_A_Darwin_9_2021	19052814_A_Serbia_514284_2024	2024.3.8	2.036	2	2	16	17.105	16	14	191
EPI2415906_A_Darwin_9_2021	19539108_A_Wellington_85_2024	2024.8.14	2.041	2	2	13	18.861	17	17	161
EPI2415906_A_Darwin_9_2021	19208620_A_Wisconsin_80_2024	2024.5.25	3.026	3	3	9	21.896	20	20	130
EPI2415906_A_Darwin_9_2021	19642627_A_Jeju_4080_2024	2024.9.23	4.026	4	4	12	19.792	18	18	126
EPI2415906_A_Darwin_9_2021	19632815_A_Jeonbuk_3813_2024	2024.3.11	3.022	3	3	11	19.954	19	17	127
EPI2415906_A_Darwin_9_2021	19632822_A_Seoul_3837_2024	2024.3.18	3.025	3	3	9	24.275	23	21	131
EPI2415906_A_Darwin_9_2021	2385451_A_Oman_8557_2022	2022.12.4	2.018	2	2	10	19.626	18	18	128
EPI2415906_A_Darwin_9_2021	2467517_A_HaidianCDC_12962_2023	2023.3.2	15.226	15	13	29	16.95	15	14	192
EPI2415906_A_Darwin_9_2021	2689682_A_Costa_Rica_8476_2023	2023.6.26	2.036	2	2	16	13.881	12	12	189
EPI2415906_A_Darwin_9_2021	2716167_A_Kentucky_06_2023	2023.7.18	2.022	2	2	16	18.689	17	17	197
EPI2415906_A_Darwin_9_2021	2716351_A_Guatemala_378_2023	2023.4.22	7.021	7	7	9	42.134	42	38	68
EPI2415906_A_Darwin_9_2021	2732731_A_Bangladesh_9003_2023	2023.5.8	2.028	2	2	10	16.826	15	15	125
EPI2415906_A_Darwin_9_2021	2736750_A_Finland_407_2023	2023.8.11	3.041	3	3	17	15.912	14	14	194
EPI2415906_A_Darwin_9_2021	2758811_A_Catalonia_NSVH102158148_2023	2023.9.6	2.006	2	2	6	18.504	17	17	79
EPI2415906_A_Darwin_9_2021	EPI2800450_A_Phra_Nakhon_Si_Ayutthaya_P4330_2023	2023.10.2	2.027	2	2	16	16.788	15	15	192
EPI2415906_A_Darwin_9_2021	EPI2817864_A_Nakhon_Phanom_P4970_2023	2023.11.3	2.021	2	2	10	16.682	15	15	123
EPI2415906_A_Darwin_9_2021	EPI2819091_A_Nebraska_13_2023	2023.11.15	2.035	2	2	16	18.849	17	17	197
EPI2415906_A_Darwin_9_2021	EPI2845383_A_Saint_Petersburg_RII_169_2023	2023.10.31	2.033	2	2	16	15.861	14	14	194
EPI2415906_A_Darwin_9_2021	EPI2901414_A_California_118_2023	2023.11.29	2.018	2	2	16	16.619	15	15	192
EPI2415906_A_Darwin_9_2021	EPI2926182_A_Hong_Kong_3084_2023	2023.12.1	2.006	2	2	6	18.498	17	17	79
EPI2415906_A_Darwin_9_2021	EPI2970652_A_Saratov_RII_3_2023	2023.12.22	2.027	2	2	12	18.769	17	17	148
EPI2415906_A_Darwin_9_2021	EPI3055327_A_New_Hampshire_02_2024	2024.1.4	4.008	4	4	10	19.644	18	18	128
EPI2415906_A_Darwin_9_2021	EPI3089330_A_Penarth_6936_2024	2024.1.22	2.006	2	2	6	18.521	17	17	79
EPI2415906_A_Darwin_9_2021	EPI3095110_A_Samara_22_2023	2023.12.22	3.033	3	3	17	18.839	17	17	197
EPI2415906_A_Darwin_9_2021	EPI3133740_A_Idaho_21_2024	2024.2.9	2.016	2	2	16	16.623	15	15	192
EPI2415906_A_Darwin_9_2021	EPI3134187_A_Florida_06_2024	2024.1.8	3.006	3	3	7	20.59	19	19	81
EPI2415906_A_Darwin_9_2021	EPI3186602_A_Nevada_104_2024	2024.3.1	2.041	2	2	13	18.936	17	17	163
EPI2415906_A_Darwin_9_2021	EPI3186714_A_Washington_22_2024	2024.2.4	2.021	2	2	8	20.725	19	19	129
EPI2415906_A_Darwin_9_2021	2206316_A_Rogerstone_2168_2022	2022.10.10	5.021	5	5	7	36.03	36	34	64
EPI2415906_A_Darwin_9_2021	2208308_A_Lourdes_53101_2022	2022.10.8	6.021	6	6	8	45.227	45	43	117
EPI2415906_A_Darwin_9_2021	2252381_A_Maine_07_2022	2022.10.27	6.021	6	6	8	46.102	46	42	72
EPI2415906_A_Darwin_9_2021	2253452_A_Kansas_25_2022	2022.10.19	6.033	6	6	16	37.204	37	35	183
EPI2415906_A_Darwin_9_2021	2254250_A_Centre_56613_2022	2022.11.23	3.023	3	3	9	15.37	15	13	123
EPI2415906_A_Darwin_9_2021	2257357_A_Austria_MUW1572306_2022	2022.11.30	7.027	7	7	11	48.166	48	44	120
EPI2415906_A_Darwin_9_2021	2283189_A_Denmark_3146_2022	2022.11.10	3.023	3	3	9	13.368	13	11	121
EPI2415906_A_Darwin_9_2021	2367511_A_Connecticut_04_2023	2023.1.4	8.025	8	8	14	46.317	46	42	123
EPI2415906_A_Darwin_9_2021	2424342_A_Baden_Wuerttemberg_144_2022	2022.12.1	7.031	7	7	17	45.234	45	41	187
EPI2415906_A_Darwin_9_2021	2424895_A_Sachsen_Anhalt_3_2023	2023.1.1	8.153	8	8	18	44.333	44	38	186
EPI2415906_A_Darwin_9_2021	2441868_A_Minnesota_08_2023	2023.1.11	6.027	6	6	8	49.231	49	47	121
EPI2415906_A_Darwin_9_2021	2498550_A_California_32_2023	2023.1.5	7.021	7	7	9	46.112	46	40	70
EPI2415906_A_Darwin_9_2021	2498622_A_Kansas_01_2023	2023.2.26	4.037	4	4	18	12.504	12	10	190
EPI2415906_A_Darwin_9_2021	2534759_A_Minnesota_18_2023	2023.2.22	7.025	7	7	9	48.124	48	42	72
EPI2415906_A_Darwin_9_2021	2539626_A_Nordrhein_Westfalen_128_2022	2022.12.20	3.018	3	3	11	19.249	19	17	127
EPI2415906_A_Darwin_9_2021	2571528_A_Bhutan_001_2022	2022.11.21	3.03	3	3	11	22.875	21	21	131
EPI2415906_A_Darwin_9_2021	2587133_A_Berlin_265_2022	2022.12.19	3.028	3	3	11	14.398	14	12	120
EPI2415906_A_Darwin_9_2021	2599401_A_Lebanon_2787_2023	2023.3.28	6.021	6	6	8	46.143	46	42	72
19194107_A_Thailand_8_2022	19628172_A_Colorado_228_2024	2024.11.10	2.034	2	2	14	17.578	17	17	190
19194107_A_Thailand_8_2022	19826182_A_South_Africa_R01135_2025	2025.1.28	1.022	1	1	7	18.456	18	18	134
19194107_A_Thailand_8_2022	19822399_A_Incheon_694_2025	2025.2.18	1.036	1	1	13	18.488	18	18	194
19194107_A_Thailand_8_2022	19794607_A_Jeonnam_359_2025	2025.1.13	1.034	1	1	7	15.492	15	15	131
19194107_A_Thailand_8_2022	20080759_A_Vietnam_5034_2025	2025.2.15	0.022	0	0	6	21	21	19	137
19194107_A_Thailand_8_2022	19884376_A_Canarias_1589_2025	2025.1.1	1.028	1	1	7	23.452	23	23	139
19194107_A_Thailand_8_2022	19800540_A_Denmark_860_2025	2025.2.3	2.044	2	2	14	22.585	22	22	195
19194107_A_Thailand_8_2022	19682309_A_Netherlands_10048_2025	2025.1.2	0.034	0	0	10	23.464	23	23	159
19194107_A_Thailand_8_2022	19874950_A_Denmark_2460_2025	2025.3.24	0.036	0	0	12	22.492	22	22	195
19194107_A_Thailand_8_2022	20073250_A_Ontario_1098_2025	2025.4.1	0.04	0	0	6	19.402	19	19	135
19194107_A_Thailand_8_2022	19897514_A_South_Africa_PATH-CERI-C068465_2025	2025.5.3	2.024	2	2	12	17.3	17	17	153
19194107_A_Thailand_8_2022	20261922_A_South_Africa_8325_2025	2025.8.28	0.02	0	0	6	18.368	18	18	134
19296516_A_Croatia_10136RV_2023	20284405_A_Bahrain_1648_2025	2025.10.19	0.018	0	0	10	8.32	8	8	160
19296516_A_Croatia_10136RV_2023	20284485_A_Bahrain_2180_2025	2025.10.23	0.026	0	0	6	10.693	10	10	142
19296516_A_Croatia_10136RV_2023	20284519_A_Catalonia_NSVH102734071_2025	2025.11.28	1.032	1	1	13	9.753	9	9	198
19296516_A_Croatia_10136RV_2023	20269338_A_Denmark_3567_2025	2025.11.10	0.032	0	0	12	8.747	8	8	197
19296516_A_Croatia_10136RV_2023	20269279_A_Denmark_3542_2025	2025.11.7	1.026	1	1	11	8.419	8	8	159
19296516_A_Croatia_10136RV_2023	20221173_A_Cardiff_0040_2025	2025.10.2	0.002	0	0	2	9.036	9	9	11
19296516_A_Croatia_10136RV_2023	20275639_A_Colorado_ISC-1470_2025	2025.10.28	0.024	0	0	6	8.606	8	8	140
19296516_A_Croatia_10136RV_2023	20275637_A_Colorado_ISC-1507_2025	2025.11.14	1.032	1	1	13	7.741	7	7	196
19296516_A_Croatia_10136RV_2023	20275348_A_Florida_32_2025	2025.10.29	1.024	1	1	7	9.612	9	9	141
19296516_A_Croatia_10136RV_2023	20275683_A_New_York_NIRC-IS-1504_2025	2025.11.13	0.034	0	0	12	10.753	10	10	199
19296516_A_Croatia_10136RV_2023	20262326_A_Colorado_ISC-1494_2025	2025.11.11	2.024	2	2	14	8.378	8	8	200
19296516_A_Croatia_10136RV_2023	20261837_A_Alaska_82_2025	2025.10.20	1.038	1	1	11	10.604	10	10	161
19296516_A_Croatia_10136RV_2023	20278399_A_Catalonia_NSVH171794172_2025	2025.12.3	1.024	1	1	13	7.378	7	7	199
19296516_A_Croatia_10136RV_2023	20261953_A_Wisconsin_152_2025	2025.11.3	0.012	0	0	4	9.296	9	9	104
19296516_A_Croatia_10136RV_2023	20262725_A_Catalonia_NSVH161522720_2025	2025.11.19	0.038	0	0	12	10.811	10	10	202
19296516_A_Croatia_10136RV_2023	20261957_A_Minnesota_109_2025	2025.10.25	0.026	0	0	6	8.687	8	8	140
19296516_A_Croatia_10136RV_2023	20279652_A_Lisboa_706_2025	2025.11.2	1.018	1	1	7	7.402	7	7	139
19296516_A_Croatia_10136RV_2023	20280416_A_Severomorsk_RII-MH264749S_2025	2025.11.18	0.028	0	0	6	11.62	11	10	143
19296516_A_Croatia_10136RV_2023	20280435_A_Saint-Petersburg_RII-MH264958S_2025	2025.11.26	2.028	2	2	8	13.703	13	13	145
19296516_A_Croatia_10136RV_2023	20280566_A_Saint-Petersburg_RII-25-0699S_2025	2025.11.17	0.016	0	0	4	11.311	11	11	107
19296516_A_Croatia_10136RV_2023	20281628_A_Saskatchewan_SKFLU469190_2025	2025.11.20	1.024	1	1	7	8.612	8	8	140
EPI103320_A_Moscow_10_1999	CY000024_A_New_York_30_2003	2003.12.2	4.022	4	4	6	37.625	37	35	45
EPI103320_A_Moscow_10_1999	CY000040_A_New_York_33_2004	2004.1.9	3.032	3	3	13	34.704	34	29	95
EPI103320_A_Moscow_10_1999	CY000056_A_New_York_35_2003	2003.12.4	4.022	4	4	6	36.642	36	32	44
EPI103320_A_Moscow_10_1999	CY000104_A_New_York_54_2003	2003.12.10	3.022	3	3	5	33.642	33	29	41
EPI103320_A_Moscow_10_1999	CY000144_A_New_York_26_2003	2003.12.2	4.022	4	4	6	34.628	34	30	42
EPI103320_A_Moscow_10_1999	CY000216_A_New_York_91_2002	2002.1.17	3.016	3	3	5	27.417	27	27	33
EPI103320_A_Moscow_10_1999	CY000272_A_New_York_53_2003	2003.12.11	4.024	4	4	6	35.626	35	31	43
EPI103320_A_Moscow_10_1999	CY000352_A_New_York_15_2003	2003.11.12	3.022	3	3	5	36.622	36	32	44
EPI103320_A_Moscow_10_1999	CY000512_A_New_York_4_2003	2003.12.8	3.022	3	3	5	35.617	35	31	43
EPI103320_A_Moscow_10_1999	CY000552_A_New_York_115_2002	2002.2.7	3.016	3	3	5	25.42	25	25	31
EPI103320_A_Moscow_10_1999	CY000768_A_New_York_10_2004	2004.1.30	5.024	5	5	7	33.81	33	29	41
EPI103320_A_Moscow_10_1999	CY000872_A_New_York_193_2003	2003.2.19	5.032	5	5	11	26.655	26	26	40
EPI103320_A_Moscow_10_1999	CY000908_A_New_York_13_2003	2003.11.12	3.022	3	3	5	33.64	33	29	41
EPI103320_A_Moscow_10_1999	CY001036_A_New_York_6_2004	2004.1.6	4.022	4	4	6	32.814	32	28	40
EPI103320_A_Moscow_10_1999	CY001095_A_New_York_24_2003	2003.12.1	4.026	4	4	6	34.634	34	30	42
EPI103320_A_Moscow_10_1999	CY001196_A_New_York_18_2003	2003.12.1	4.022	4	4	6	35.638	35	31	43
EPI103320_A_Moscow_10_1999	CY001300_A_New_York_37_2003	2003.12.4	3.022	3	3	5	34.64	34	30	42
EPI103320_A_Moscow_10_1999	CY001559_A_New_York_215_2003	2003.4.22	3.024	3	3	5	35.804	35	33	43
EPI103320_A_Moscow_10_1999	CY002335_A_New_York_77_2001	2001.12.26	3.014	3	3	5	26.402	26	26	32
EPI103320_A_Moscow_10_1999	CY002351_A_New_York_272_2003	2003.11.28	3.022	3	3	5	34.64	34	30	42
EPI103320_A_Moscow_10_1999	CY003287_A_New_York_438_2000	2000.1.18	1.006	1	1	7	6.076	6	6	42
EPI103320_A_Moscow_10_1999	CY006386_A_New_York_467_2004	2004.9.17	4.012	4	4	10	22.697	22	22	56
EPI103320_A_Moscow_10_1999	CY009267_A_New_York_499_2004	2004.1.15	3.022	3	3	5	33.81	33	29	41
EPI103320_A_Moscow_10_1999	CY013812_A_New_York_C4_2002	2002.2.1	3.014	3	3	5	27.418	27	27	33
EPI103320_A_Moscow_10_1999	CY032968_A_Yucatan_844_2003	2003.3.19	2.014	2	2	8	18.382	18	18	58
EPI103320_A_Moscow_10_1999	CY038574_A_Hong_Kong_HKU2_2004	2004.2.13	3.022	3	3	5	36.644	36	32	44
EPI103320_A_Moscow_10_1999	CY038614_A_Hong_Kong_HKU19_2004	2004.6.1	4.014	4	4	10	25.403	25	25	65
EPI103320_A_Moscow_10_1999	CY038622_A_Hong_Kong_HKU20_2004	2004.6.15	4.014	4	4	10	28.407	28	28	72
EPI103320_A_Moscow_10_1999	CY038638_A_Hong_Kong_HKU29_2004	2004.7.21	4.02	4	4	10	30.412	30	29	70
EPI103320_A_Moscow_10_1999	CY038646_A_Hong_Kong_HKU31_2004	2004.7.30	4.014	4	4	10	26.408	26	26	64
EPI103320_A_Moscow_10_1999	CY038654_A_Hong_Kong_HKU34_2004	2004.8.18	4.014	4	4	10	27.403	27	27	67
EPI103320_A_Moscow_10_1999	CY038950_A_Hong_Kong_HKU4_2004	2004.3.1	4.016	4	4	10	25.485	25	24	75
EPI103320_A_Moscow_10_1999	CY038958_A_Hong_Kong_HKU6_2004	2004.3.6	3.018	3	3	9	20.88	21	19	55
EPI103320_A_Moscow_10_1999	CY038990_A_Hong_Kong_HKU14_2004	2004.4.16	3.018	3	3	9	20.744	20	20	54
EPI103320_A_Moscow_10_1999	CY038998_A_Hong_Kong_HKU15_2004	2004.4.23	3.012	3	3	9	22.723	22	22	58
EPI103320_A_Moscow_10_1999	CY039014_A_Hong_Kong_HKU21_2004	2004.6.19	4.014	4	4	10	28.409	28	28	68
EPI103320_A_Moscow_10_1999	CY039030_A_Hong_Kong_HKU25_2004	2004.7.7	4.014	4	4	10	25.403	25	25	65
EPI103320_A_Moscow_10_1999	CY039038_A_Hong_Kong_HKU30_2004	2004.7.22	4.014	4	4	10	29.409	29	29	67
EPI103320_A_Moscow_10_1999	CY039166_A_Hong_Kong_HKU5_2004	2004.3.4	3.022	3	3	5	31.874	31	27	41
EPI103320_A_Moscow_10_1999	CY039174_A_Hong_Kong_HKU24_2004	2004.7.5	4.012	4	4	10	21.719	21	21	57
EPI103320_A_Moscow_10_1999	CY039494_A_Hong_Kong_HKU1_2004	2004.2.10	2.018	2	2	8	23.724	23	23	61
EPI103320_A_Moscow_10_1999	CY039502_A_Hong_Kong_HKU32_2004	2004.8.2	8.014	8	8	14	26.413	26	26	66
EPI103320_A_Moscow_10_1999	CY040321_A_Hong_Kong_HKU38_2004	2004.9.23	5.016	5	5	11	27.437	27	27	87
EPI103320_A_Moscow_10_1999	CY043751_A_Hong_Kong_HKU28_2004	2004.7.17	4.02	4	4	10	30.412	30	29	70
EPI103320_A_Moscow_10_1999	CY088027_A_England_425_2003	2003.10.29	3.024	3	3	5	35.637	35	31	43
EPI103320_A_Moscow_10_1999	CY088035_A_England_438_2003	2003.11.12	3.02	3	3	5	32.531	32	32	38
EPI103320_A_Moscow_10_1999	CY088115_A_England_467_2003	2003.11.6	3.022	3	3	5	36.619	36	32	44
EPI103320_A_Moscow_10_1999	CY088131_A_Scotland_78_2003	2003.11.7	4.066	4	4	10	34.761	34	34	50
EPI103320_A_Moscow_10_1999	CY088139_A_Scotland_79_2003	2003.11.8	4.02	4	4	6	31.533	31	31	37
EPI103320_A_Moscow_10_1999	CY088187_A_England_944_2003	2003.11.17	3.024	3	3	5	35.637	35	31	43
