vaccineStrain	compareStrain	tipDate	mean_N	median_N	min_N	max_N	mean_S	median_S	min_S	max_S
1592032_A_Hong_Kong_2671_2019	1925236_A_Michigan_05_2021	2021.9.26	4.004	4	4	6	15.568	15	15	19
1592032_A_Hong_Kong_2671_2019	1926248_A_Saint_Petersburg_RII_2415S_2021	2021.1.2	7.02	7	7	15	28.169	28	27	66
1592032_A_Hong_Kong_2671_2019	1940321_A_New_York_03_2021	2021.9.16	3.012	3	3	11	23.196	23	23	61
1592032_A_Hong_Kong_2671_2019	1954438_A_Picardie_28479_2021	2021.9.17	4.012	4	4	12	24.122	24	24	62
1592032_A_Hong_Kong_2671_2019	1967900_A_Pakistan_ICT7_2021	2021.9.16	3.016	3	3	11	23.13	23	23	61
1592032_A_Hong_Kong_2671_2019	1969592_A_Bangladesh_9019_2021	2021.9.20	3.046	3	3	15	22.264	22	22	80
1592032_A_Hong_Kong_2671_2019	EPI2415906_A_Darwin_9_2021	2021.4.17	4.012	4	4	12	22.148	22	22	60
1841681_A_Cambodia_e0826360_2020	19194107_A_Thailand_8_2022	2022.7.11	3.021	3	3	5	21.476	22	19	28
1841681_A_Cambodia_e0826360_2020	1941020_A_Florida_04_2021	2021.10.28	3.001	3	3	4	16.418	17	14	23
1841681_A_Cambodia_e0826360_2020	1952515_A_Pennsylvania_06_2021	2021.11.21	4.045	4	4	16	18.714	19	16	99
1841681_A_Cambodia_e0826360_2020	1958506_A_Khakassia_155_06V_2021	2021.11.30	3.002	3	3	4	15.436	16	13	33
1841681_A_Cambodia_e0826360_2020	1960344_A_Montana_10_2021	2021.11.29	4.045	4	4	16	18.718	19	16	99
1841681_A_Cambodia_e0826360_2020	1964326_A_California_46_2021	2021.12.19	4.045	4	4	16	18.714	19	16	99
1841681_A_Cambodia_e0826360_2020	1983154_A_Montana_02_2022	2022.1.6	3.045	3	3	15	16.718	17	14	97
1841681_A_Cambodia_e0826360_2020	1992288_A_Wyoming_09_2021	2021.12.2	4.002	4	4	5	16.427	17	14	34
1841681_A_Cambodia_e0826360_2020	2004157_A_North_Dakota_03_2022	2022.2.9	4.002	4	4	5	17.441	18	15	35
1841681_A_Cambodia_e0826360_2020	2007488_A_New_Mexico_07_2022	2022.2.14	4.002	4	4	5	17.441	18	15	35
1841681_A_Cambodia_e0826360_2020	2019560_A_Novosibirsk_RII_MH60652S_2022	2022.1.10	3.017	3	3	15	15.521	16	13	119
1841681_A_Cambodia_e0826360_2020	2042591_A_Picardie_21593_2022	2022.3.21	4.051	4	4	16	19.786	20	17	100
1841681_A_Cambodia_e0826360_2020	2042752_A_Lorraine_23758_2022	2022.3.26	4.047	4	4	16	16.775	17	14	121
1841681_A_Cambodia_e0826360_2020	2042994_A_Lorraine_28541_2022	2022.4.9	4.045	4	4	16	17.749	18	15	98
1841681_A_Cambodia_e0826360_2020	2043548_A_Berlin_23_2022	2022.3.17	4.007	4	4	6	20.445	21	18	27
1841681_A_Cambodia_e0826360_2020	2046104_A_Krasnodar_Krai_183_10V_2021	2021.12.17	3.01	3	3	5	14.449	15	12	32
1841681_A_Cambodia_e0826360_2020	2063583_A_Idaho_25_2022	2022.5.1	4.047	4	4	16	16.764	17	14	97
1841681_A_Cambodia_e0826360_2020	2077428_A_Berlin_61_2022	2022.4.25	5.044	5	5	17	26.776	26	25	90
1841681_A_Cambodia_e0826360_2020	2127871_A_Michigan_35_2022	2022.5.18	8.046	8	8	20	26.526	26	25	90
1841681_A_Cambodia_e0826360_2020	2136215_A_Abu_Dhabi_1812537_2022	2022.6.30	7.044	7	7	19	26.536	26	25	95
1841681_A_Cambodia_e0826360_2020	2176957_A_Florida_70_2022	2022.8.8	6.022	6	6	15	28.41	28	27	70
1841681_A_Cambodia_e0826360_2020	2194875_A_Maldives_875_2022	2022.9.9	3.032	3	3	15	26.914	27	23	85
1841681_A_Cambodia_e0826360_2020	2233523_A_Ayutthaya_NIC_P2289_2022	2022.7.18	4.049	4	4	16	19.751	20	17	100
1841681_A_Cambodia_e0826360_2020	2325220_A_Finland_298_2022	2022.9.4	3.046	3	3	15	28.883	29	26	91
1841681_A_Cambodia_e0826360_2020	2500106_A_ABUDHABI_UAE_1112067_2022	2022.4.25	3.03	3	3	15	25.822	26	23	88
1841681_A_Cambodia_e0826360_2020	2503987_A_British_Columbia_124_2022	2022.6.19	1.024	1	1	13	14.31	15	12	118
EPI2415906_A_Darwin_9_2021	19296516_A_Croatia_10136RV_2023	2023.12.4	9.026	9	9	18	34.473	34	33	76
EPI2415906_A_Darwin_9_2021	19377008_A_Arica_52920_2024	2024.7.1	8.045	8	8	20	36.574	36	35	126
EPI2415906_A_Darwin_9_2021	19355069_A_Chiang_Rai_1932_2024	2024.3.27	8.027	8	8	17	35.5	35	34	77
EPI2415906_A_Darwin_9_2021	19378437_A_Denmark_2208_2024	2024.6.29	9.029	9	9	18	36.538	36	35	78
EPI2415906_A_Darwin_9_2021	19522825_A_Denmark_2281_2024	2024.8.26	9.03	9	9	18	36.493	36	35	78
EPI2415906_A_Darwin_9_2021	19455563_A_England_2481021_2024	2024.6.4	9.051	9	9	21	37.624	37	35	99
EPI2415906_A_Darwin_9_2021	19539069_A_Ghana_1122_2024	2024.7.24	8.028	8	8	17	38.506	38	37	80
EPI2415906_A_Darwin_9_2021	19298604_A_Ghana_3370_2024	2024.6.6	8.045	8	8	20	36.586	36	35	98
EPI2415906_A_Darwin_9_2021	19377137_A_Guyana_10084_2024	2024.5.28	11.041	11	11	20	37.504	37	36	79
EPI2415906_A_Darwin_9_2021	19274403_A_Hungary_264_2024	2024.3.26	9.027	9	9	18	34.484	34	33	76
EPI2415906_A_Darwin_9_2021	19355364_A_Kenya_139_2024	2024.5.23	9.027	9	9	18	34.605	34	33	76
EPI2415906_A_Darwin_9_2021	19388144_A_Saudi_Arabia_PHL_FS8301_2024	2024.7.6	9.029	9	9	18	34.501	34	33	76
EPI2415906_A_Darwin_9_2021	19052814_A_Serbia_514284_2024	2024.3.8	9.048	9	9	21	37.622	37	36	99
EPI2415906_A_Darwin_9_2021	19539108_A_Wellington_85_2024	2024.8.14	9.027	9	9	18	32.479	32	31	74
EPI2415906_A_Darwin_9_2021	19208620_A_Wisconsin_80_2024	2024.5.25	8.037	8	8	20	33.571	33	32	121
EPI2415906_A_Darwin_9_2021	19642627_A_Jeju_4080_2024	2024.9.23	8.025	8	8	17	36.504	36	35	78
EPI2415906_A_Darwin_9_2021	19632815_A_Jeonbuk_3813_2024	2024.3.11	8.025	8	8	17	35.475	35	34	77
EPI2415906_A_Darwin_9_2021	19632822_A_Seoul_3837_2024	2024.3.18	11.029	11	11	20	38.509	38	37	80
EPI2415906_A_Darwin_9_2021	2206316_A_Rogerstone_2168_2022	2022.10.10	7.025	7	7	16	35.86	36	33	76
EPI2415906_A_Darwin_9_2021	2208308_A_Lourdes_53101_2022	2022.10.8	7.049	7	7	19	30.599	30	29	96
EPI2415906_A_Darwin_9_2021	2252381_A_Maine_07_2022	2022.10.27	8.049	8	8	20	31.603	31	30	97
EPI2415906_A_Darwin_9_2021	2253452_A_Kansas_25_2022	2022.10.19	7.027	7	7	16	31.828	32	29	74
EPI2415906_A_Darwin_9_2021	2254250_A_Centre_56613_2022	2022.11.23	8.041	8	8	20	32.557	32	31	95
EPI2415906_A_Darwin_9_2021	2257357_A_Austria_MUW1572306_2022	2022.11.30	12.023	12	12	21	30.483	30	29	72
EPI2415906_A_Darwin_9_2021	2283189_A_Denmark_3146_2022	2022.11.10	8.051	8	8	20	31.639	31	30	118
EPI2415906_A_Darwin_9_2021	2367511_A_Connecticut_04_2023	2023.1.4	8.033	8	8	20	32.566	32	31	120
EPI2415906_A_Darwin_9_2021	2385451_A_Oman_8557_2022	2022.12.4	5.059	5	5	18	12.438	12	10	103
EPI2415906_A_Darwin_9_2021	2424342_A_Baden_Wuerttemberg_144_2022	2022.12.1	8.049	8	8	20	29.606	29	28	96
EPI2415906_A_Darwin_9_2021	2424895_A_Sachsen_Anhalt_3_2023	2023.1.1	8.026	8	8	17	32.474	32	31	74
EPI2415906_A_Darwin_9_2021	2441868_A_Minnesota_08_2023	2023.1.11	8.051	8	8	20	32.624	32	31	98
EPI2415906_A_Darwin_9_2021	2467517_A_HaidianCDC_12962_2023	2023.3.2	5.856	6	5	19	18.082	18	16	126
EPI2415906_A_Darwin_9_2021	2498550_A_California_32_2023	2023.1.5	8.028	8	8	17	31.475	31	29	73
EPI2415906_A_Darwin_9_2021	2498622_A_Kansas_01_2023	2023.2.26	8.049	8	8	20	30.606	30	29	96
EPI2415906_A_Darwin_9_2021	2534759_A_Minnesota_18_2023	2023.2.22	8.037	8	8	20	33.568	33	32	119
EPI2415906_A_Darwin_9_2021	2539626_A_Nordrhein_Westfalen_128_2022	2022.12.20	2.892	3	2	20	10.274	10	9	125
EPI2415906_A_Darwin_9_2021	2571528_A_Bhutan_001_2022	2022.11.21	5.846	6	5	19	16.06	16	14	99
EPI2415906_A_Darwin_9_2021	2587133_A_Berlin_265_2022	2022.12.19	8.033	8	8	20	31.544	31	30	119
EPI2415906_A_Darwin_9_2021	2599401_A_Lebanon_2787_2023	2023.3.28	9.029	9	9	18	36.698	36	35	78
EPI2415906_A_Darwin_9_2021	2689682_A_Costa_Rica_8476_2023	2023.6.26	4.852	5	4	18	21.056	21	19	104
EPI2415906_A_Darwin_9_2021	2716167_A_Kentucky_06_2023	2023.7.18	8.021	8	8	17	35.497	35	34	77
EPI2415906_A_Darwin_9_2021	2716351_A_Guatemala_378_2023	2023.4.22	8.025	8	8	17	37.538	37	36	79
EPI2415906_A_Darwin_9_2021	2732731_A_Bangladesh_9003_2023	2023.5.8	8.035	8	8	20	34.739	34	33	124
EPI2415906_A_Darwin_9_2021	2736750_A_Finland_407_2023	2023.8.11	6.06	6	6	18	35.255	35	34	97
EPI2415906_A_Darwin_9_2021	2758811_A_Catalonia_NSVH102158148_2023	2023.9.6	9.025	9	9	18	35.481	35	34	77
EPI2415906_A_Darwin_9_2021	EPI2800450_A_Phra_Nakhon_Si_Ayutthaya_P4330_2023	2023.10.2	9.041	9	9	21	41.633	41	40	131
EPI2415906_A_Darwin_9_2021	EPI2817864_A_Nakhon_Phanom_P4970_2023	2023.11.3	8.025	8	8	16	32.469	32	31	69
EPI2415906_A_Darwin_9_2021	EPI2819091_A_Nebraska_13_2023	2023.11.15	8.025	8	8	17	35.399	35	32	77
EPI2415906_A_Darwin_9_2021	EPI2845383_A_Saint_Petersburg_RII_169_2023	2023.10.31	8.04	8	8	20	32.566	32	31	122
EPI2415906_A_Darwin_9_2021	EPI2901414_A_California_118_2023	2023.11.29	8.045	8	8	20	35.572	35	34	97
EPI2415906_A_Darwin_9_2021	EPI2926182_A_Hong_Kong_3084_2023	2023.12.1	8.055	8	8	20	33.656	33	32	120
EPI2415906_A_Darwin_9_2021	EPI2970652_A_Saratov_RII_3_2023	2023.12.22	8.047	8	8	20	35.583	35	34	97
EPI2415906_A_Darwin_9_2021	EPI3055327_A_New_Hampshire_02_2024	2024.1.4	10.023	10	10	19	34.487	34	33	76
EPI2415906_A_Darwin_9_2021	EPI3089330_A_Penarth_6936_2024	2024.1.22	8.049	8	8	20	33.597	33	32	95
EPI2415906_A_Darwin_9_2021	EPI3095110_A_Samara_22_2023	2023.12.22	8.027	8	8	17	34.482	34	33	76
EPI2415906_A_Darwin_9_2021	EPI3133740_A_Idaho_21_2024	2024.2.9	8.025	8	8	17	35.473	35	34	77
EPI2415906_A_Darwin_9_2021	EPI3134187_A_Florida_06_2024	2024.1.8	11.031	11	11	20	35.513	35	34	77
EPI2415906_A_Darwin_9_2021	EPI3186602_A_Nevada_104_2024	2024.3.1	9.025	9	9	18	34.484	34	33	76
EPI2415906_A_Darwin_9_2021	EPI3186714_A_Washington_22_2024	2024.2.4	12.027	12	12	21	37.503	37	36	79
19194107_A_Thailand_8_2022	19628172_A_Colorado_228_2024	2024.11.10	7.062	7	7	19	42.878	42	42	131
19194107_A_Thailand_8_2022	19826182_A_South_Africa_R01135_2025	2025.1.28	7.068	7	7	19	41.865	41	41	99
19194107_A_Thailand_8_2022	19822399_A_Incheon_694_2025	2025.2.18	9.054	9	9	21	45.85	45	45	131
19194107_A_Thailand_8_2022	19794607_A_Jeonnam_359_2025	2025.1.13	8.052	8	8	20	43.811	43	43	101
19194107_A_Thailand_8_2022	20080759_A_Vietnam_5034_2025	2025.2.15	8.048	8	8	20	42.813	42	42	100
19194107_A_Thailand_8_2022	19884376_A_Canarias_1589_2025	2025.1.1	7.064	7	7	19	50.918	50	49	107
19194107_A_Thailand_8_2022	19800540_A_Denmark_860_2025	2025.2.3	10.071	10	10	22	44.947	44	44	133
19194107_A_Thailand_8_2022	19682309_A_Netherlands_10048_2025	2025.1.2	7.038	7	7	15	44.775	44	44	82
19194107_A_Thailand_8_2022	19874950_A_Denmark_2460_2025	2025.3.24	8.062	8	8	20	45.873	45	45	105
19194107_A_Thailand_8_2022	20073250_A_Ontario_1098_2025	2025.4.1	7.056	7	7	19	43.849	43	43	101
19194107_A_Thailand_8_2022	19897514_A_South_Africa_PATH-CERI-C068465_2025	2025.5.3	12.252	12	12	25	52.836	52	50	143
19194107_A_Thailand_8_2022	20261922_A_South_Africa_8325_2025	2025.8.28	7.064	7	7	19	44.857	44	44	104
19296516_A_Croatia_10136RV_2023	20284405_A_Bahrain_1648_2025	2025.10.19	1.076	1	1	19	9.291	9	9	79
19296516_A_Croatia_10136RV_2023	20284485_A_Bahrain_2180_2025	2025.10.23	1.096	1	1	23	6.411	6	6	127
19296516_A_Croatia_10136RV_2023	20284519_A_Catalonia_NSVH102734071_2025	2025.11.28	1.014	1	1	11	7.072	7	7	37
19296516_A_Croatia_10136RV_2023	20269338_A_Denmark_3567_2025	2025.11.10	1.004	1	1	3	10.04	10	10	12
19296516_A_Croatia_10136RV_2023	20269279_A_Denmark_3542_2025	2025.11.7	1.006	1	1	3	7.052	7	7	17
19296516_A_Croatia_10136RV_2023	20221173_A_Cardiff_0040_2025	2025.10.2	2.058	2	2	24	7.283	7	7	123
19296516_A_Croatia_10136RV_2023	20275639_A_Colorado_ISC-1470_2025	2025.10.28	1.014	1	1	11	8.076	8	8	38
19296516_A_Croatia_10136RV_2023	20275637_A_Colorado_ISC-1507_2025	2025.11.14	1.014	1	1	11	9.078	9	9	41
19296516_A_Croatia_10136RV_2023	20275348_A_Florida_32_2025	2025.10.29	2.064	2	2	14	6.232	6	6	44
19296516_A_Croatia_10136RV_2023	20275683_A_New_York_NIRC-IS-1504_2025	2025.11.13	2.026	2	2	24	8.13	8	8	96
19296516_A_Croatia_10136RV_2023	20262326_A_Colorado_ISC-1494_2025	2025.11.11	2.064	2	2	24	6.286	6	6	98
19296516_A_Croatia_10136RV_2023	20261837_A_Alaska_82_2025	2025.10.20	2.064	2	2	14	8.246	8	8	48
19296516_A_Croatia_10136RV_2023	20278399_A_Catalonia_NSVH171794172_2025	2025.12.3	1.074	1	1	23	8.296	8	8	96
19296516_A_Croatia_10136RV_2023	20261953_A_Wisconsin_152_2025	2025.11.3	1.106	1	1	23	7.463	7	7	123
19296516_A_Croatia_10136RV_2023	20262725_A_Catalonia_NSVH161522720_2025	2025.11.19	1.106	1	1	23	6.459	6	6	122
19296516_A_Croatia_10136RV_2023	20261957_A_Minnesota_109_2025	2025.10.25	1.096	1	1	23	7.419	7	7	128
19296516_A_Croatia_10136RV_2023	20279652_A_Lisboa_706_2025	2025.11.2	1.064	1	1	13	9.232	9	9	49
19296516_A_Croatia_10136RV_2023	20280416_A_Severomorsk_RII-MH264749S_2025	2025.11.18	1.086	1	1	23	10.347	10	10	97
19296516_A_Croatia_10136RV_2023	20280435_A_Saint-Petersburg_RII-MH264958S_2025	2025.11.26	1.106	1	1	23	8.457	8	8	124
19296516_A_Croatia_10136RV_2023	20280566_A_Saint-Petersburg_RII-25-0699S_2025	2025.11.17	1.016	1	1	11	8.062	8	8	38
19296516_A_Croatia_10136RV_2023	20281628_A_Saskatchewan_SKFLU469190_2025	2025.11.20	2.064	2	2	14	6.229	6	6	44
EPI103320_A_Moscow_10_1999	CY000024_A_New_York_30_2003	2003.12.2	8.014	8	8	10	30.268	30	28	35
EPI103320_A_Moscow_10_1999	CY000040_A_New_York_33_2004	2004.1.9	6.018	6	6	8	29.345	29	29	34
EPI103320_A_Moscow_10_1999	CY000056_A_New_York_35_2003	2003.12.4	6.016	6	6	8	29.339	29	29	34
EPI103320_A_Moscow_10_1999	CY000104_A_New_York_54_2003	2003.12.10	6.016	6	6	8	29.341	29	29	34
EPI103320_A_Moscow_10_1999	CY000144_A_New_York_26_2003	2003.12.2	7.016	7	7	9	31.343	31	31	46
EPI103320_A_Moscow_10_1999	CY000216_A_New_York_91_2002	2002.1.17	6.01	6	6	8	19.279	19	19	24
EPI103320_A_Moscow_10_1999	CY000272_A_New_York_53_2003	2003.12.11	9.016	9	9	11	31.328	31	31	36
EPI103320_A_Moscow_10_1999	CY000352_A_New_York_15_2003	2003.11.12	9.014	9	9	11	32.33	32	32	37
EPI103320_A_Moscow_10_1999	CY000512_A_New_York_4_2003	2003.12.8	9.014	9	9	11	30.268	30	28	35
EPI103320_A_Moscow_10_1999	CY000552_A_New_York_115_2002	2002.2.7	6.01	6	6	8	19.275	19	19	24
EPI103320_A_Moscow_10_1999	CY000768_A_New_York_10_2004	2004.1.30	7.014	7	7	9	29.331	29	29	34
EPI103320_A_Moscow_10_1999	CY000872_A_New_York_193_2003	2003.2.19	4.078	4	4	8	26.32	26	26	34
EPI103320_A_Moscow_10_1999	CY000908_A_New_York_13_2003	2003.11.12	6.016	6	6	8	28.339	28	28	33
EPI103320_A_Moscow_10_1999	CY001036_A_New_York_6_2004	2004.1.6	7.014	7	7	9	28.331	28	28	33
EPI103320_A_Moscow_10_1999	CY001095_A_New_York_24_2003	2003.12.1	8.016	8	8	10	31.328	31	31	36
EPI103320_A_Moscow_10_1999	CY001196_A_New_York_18_2003	2003.12.1	6.018	6	6	8	32.339	32	32	37
EPI103320_A_Moscow_10_1999	CY001300_A_New_York_37_2003	2003.12.4	6.016	6	6	8	28.339	28	28	33
EPI103320_A_Moscow_10_1999	CY001559_A_New_York_215_2003	2003.4.22	8.012	8	8	10	24.521	24	24	31
EPI103320_A_Moscow_10_1999	CY002335_A_New_York_77_2001	2001.12.26	6.01	6	6	8	19.269	19	19	24
EPI103320_A_Moscow_10_1999	CY002351_A_New_York_272_2003	2003.11.28	6.016	6	6	8	28.339	28	28	33
EPI103320_A_Moscow_10_1999	CY003287_A_New_York_438_2000	2000.1.18	1.002	1	1	3	9.052	9	9	13
EPI103320_A_Moscow_10_1999	CY006386_A_New_York_467_2004	2004.9.17	3.022	3	3	5	24.399	24	24	28
EPI103320_A_Moscow_10_1999	CY009267_A_New_York_499_2004	2004.1.15	7.018	7	7	11	27.354	27	27	48
EPI103320_A_Moscow_10_1999	CY013812_A_New_York_C4_2002	2002.2.1	7.01	7	7	9	19.273	19	19	24
EPI103320_A_Moscow_10_1999	CY032968_A_Yucatan_844_2003	2003.3.19	2.042	2	2	6	14.136	14	14	18
EPI103320_A_Moscow_10_1999	CY038574_A_Hong_Kong_HKU2_2004	2004.2.13	8.022	8	8	12	32.364	32	32	38
EPI103320_A_Moscow_10_1999	CY038614_A_Hong_Kong_HKU19_2004	2004.6.1	6.045	6	6	10	16.25	16	16	22
EPI103320_A_Moscow_10_1999	CY038622_A_Hong_Kong_HKU20_2004	2004.6.15	5.051	5	5	9	16.268	16	16	22
EPI103320_A_Moscow_10_1999	CY038638_A_Hong_Kong_HKU29_2004	2004.7.21	5.051	5	5	9	17.264	17	17	23
EPI103320_A_Moscow_10_1999	CY038646_A_Hong_Kong_HKU31_2004	2004.7.30	6.045	6	6	10	17.236	17	17	21
EPI103320_A_Moscow_10_1999	CY038654_A_Hong_Kong_HKU34_2004	2004.8.18	5.043	5	5	7	18.232	18	18	22
EPI103320_A_Moscow_10_1999	CY038950_A_Hong_Kong_HKU4_2004	2004.3.1	4.055	4	4	8	25.276	25	23	29
EPI103320_A_Moscow_10_1999	CY038958_A_Hong_Kong_HKU6_2004	2004.3.6	1.026	1	1	3	22.407	22	22	28
EPI103320_A_Moscow_10_1999	CY038990_A_Hong_Kong_HKU14_2004	2004.4.16	1.028	1	1	3	20.409	20	20	26
EPI103320_A_Moscow_10_1999	CY038998_A_Hong_Kong_HKU15_2004	2004.4.23	1.028	1	1	3	25.432	25	25	31
EPI103320_A_Moscow_10_1999	CY039014_A_Hong_Kong_HKU21_2004	2004.6.19	5.043	5	5	7	15.242	15	15	19
EPI103320_A_Moscow_10_1999	CY039030_A_Hong_Kong_HKU25_2004	2004.7.7	5.043	5	5	7	17.232	17	17	21
EPI103320_A_Moscow_10_1999	CY039038_A_Hong_Kong_HKU30_2004	2004.7.22	5.043	5	5	7	16.248	16	16	20
EPI103320_A_Moscow_10_1999	CY039166_A_Hong_Kong_HKU5_2004	2004.3.4	6.024	6	6	8	35.367	35	34	41
EPI103320_A_Moscow_10_1999	CY039174_A_Hong_Kong_HKU24_2004	2004.7.5	2.03	2	2	4	24.426	24	24	30
EPI103320_A_Moscow_10_1999	CY039494_A_Hong_Kong_HKU1_2004	2004.2.10	1.028	1	1	3	20.411	20	20	26
EPI103320_A_Moscow_10_1999	CY039502_A_Hong_Kong_HKU32_2004	2004.8.2	5.045	5	5	9	17.236	17	17	21
EPI103320_A_Moscow_10_1999	CY040321_A_Hong_Kong_HKU38_2004	2004.9.23	5.049	5	5	9	15.258	15	15	21
EPI103320_A_Moscow_10_1999	CY043751_A_Hong_Kong_HKU28_2004	2004.7.17	5.043	5	5	7	17.244	17	17	21
EPI103320_A_Moscow_10_1999	CY088027_A_England_425_2003	2003.10.29	9.013	9	9	11	24.415	24	24	31
EPI103320_A_Moscow_10_1999	CY088035_A_England_438_2003	2003.11.12	7.014	7	7	9	30.272	30	28	35
EPI103320_A_Moscow_10_1999	CY088115_A_England_467_2003	2003.11.6	7.014	7	7	9	29.268	29	27	34
EPI103320_A_Moscow_10_1999	CY088131_A_Scotland_78_2003	2003.11.7	9.013	9	9	11	24.415	24	24	31
EPI103320_A_Moscow_10_1999	CY088139_A_Scotland_79_2003	2003.11.8	7.014	7	7	9	29.268	29	27	34
EPI103320_A_Moscow_10_1999	CY088187_A_England_944_2003	2003.11.17	9.013	9	9	11	24.415	24	24	31
