vaccineStrain	compareStrain	tipDate	mean_N	median_N	min_N	max_N	mean_S	median_S	min_S	max_S
1592032_A_Hong_Kong_2671_2019	1916915_A_Oklahoma_01_2021	2021.7.6	16.821044831419	17	14	22	18.3994071878474	18	18	24
1592032_A_Hong_Kong_2671_2019	1916923_A_Michigan_03_2021	2021.8.18	22.7069284920341	23	21	27	23.8047424972212	24	22	30
1592032_A_Hong_Kong_2671_2019	1919553_A_YANAO_08_01V_2021	2021.8.8	26.7017413856984	27	25	30	19.8047424972212	20	18	26
1592032_A_Hong_Kong_2671_2019	1921773_A_Thailand_12_2021	2021.6.24	17.6909966654316	18	16	21	19.7725083364209	20	19	26
1592032_A_Hong_Kong_2671_2019	1922800_A_Nepal_21FL2699_2021	2021.8.11	24.7002593553168	25	23	28	23.8040014820304	24	22	30
1592032_A_Hong_Kong_2671_2019	1924350_A_Philippines_6_2021	2021.7.5	40.2904779547981	40	40	44	43.0670618747684	43	40	51
1592032_A_Hong_Kong_2671_2019	1925236_A_Michigan_05_2021	2021.9.26	21.7006298629122	22	20	25	21.8110411263431	22	20	28
1592032_A_Hong_Kong_2671_2019	1926248_A_Saint_Petersburg_RII_2415S_2021	2021.1.2	26.70322341608	27	25	30	22.8025194516488	23	21	29
1592032_A_Hong_Kong_2671_2019	1940321_A_New_York_03_2021	2021.9.16	28.70322341608	29	27	32	22.8006669136717	23	21	29
1592032_A_Hong_Kong_2671_2019	1954438_A_Picardie_28479_2021	2021.9.17	25.7039644312708	26	24	29	20.8040014820304	21	19	27
1592032_A_Hong_Kong_2671_2019	1967900_A_Pakistan_ICT7_2021	2021.9.16	21.7039644312708	22	20	27	21.8195628010374	22	20	28
1592032_A_Hong_Kong_2671_2019	1969592_A_Bangladesh_9019_2021	2021.9.20	26.7047054464617	27	25	30	25.8177102630604	26	24	32
1592032_A_Hong_Kong_2671_2019	EPI2415906_A_Darwin_9_2021	2021.4.17	24.9240459429418	25	23	30	24.8243793997777	25	23	31
1841681_A_Cambodia_e0826360_2020	19194107_A_Thailand_8_2022	2022.7.11	23.0277880696554	23	23	25	16.114116339385	16	15	20
1841681_A_Cambodia_e0826360_2020	1941020_A_Florida_04_2021	2021.10.28	18.0218599481289	18	18	20	12.0696554279363	12	11	15
1841681_A_Cambodia_e0826360_2020	1952515_A_Pennsylvania_06_2021	2021.11.21	18.0218599481289	18	18	20	12.0696554279363	12	11	15
1841681_A_Cambodia_e0826360_2020	1958506_A_Khakassia_155_06V_2021	2021.11.30	17.0211189329381	17	17	20	12.0752130418674	12	11	16
1841681_A_Cambodia_e0826360_2020	1960344_A_Montana_10_2021	2021.11.29	18.0218599481289	18	18	20	13.0696554279363	13	12	16
1841681_A_Cambodia_e0826360_2020	1964326_A_California_46_2021	2021.12.19	18.0218599481289	18	18	20	12.0696554279363	12	11	15
1841681_A_Cambodia_e0826360_2020	1983154_A_Montana_02_2022	2022.1.6	18.0226009633197	18	18	20	14.0755835494628	14	13	17
1841681_A_Cambodia_e0826360_2020	1992288_A_Wyoming_09_2021	2021.12.2	18.0218599481289	18	18	20	12.0696554279363	12	11	15
1841681_A_Cambodia_e0826360_2020	2004157_A_North_Dakota_03_2022	2022.2.9	18.0218599481289	18	18	20	13.0759540570582	13	12	17
1841681_A_Cambodia_e0826360_2020	2007488_A_New_Mexico_07_2022	2022.2.14	18.0226009633197	18	18	20	13.0755835494628	13	12	17
1841681_A_Cambodia_e0826360_2020	2019560_A_Novosibirsk_RII_MH60652S_2022	2022.1.10	18.0233419785106	18	18	21	11.0870692849203	11	10	15
1841681_A_Cambodia_e0826360_2020	2042591_A_Picardie_21593_2022	2022.3.21	16.0240829937014	16	16	18	11.0774360874398	11	10	14
1841681_A_Cambodia_e0826360_2020	2042752_A_Lorraine_23758_2022	2022.3.26	17.0233419785106	17	17	19	12.0841052241571	12	11	15
1841681_A_Cambodia_e0826360_2020	2042994_A_Lorraine_28541_2022	2022.4.9	16.0226009633197	16	16	18	12.0852167469433	12	11	15
1841681_A_Cambodia_e0826360_2020	2043548_A_Berlin_23_2022	2022.3.17	16.0233419785106	16	16	18	13.0781771026306	13	12	16
1841681_A_Cambodia_e0826360_2020	2046104_A_Krasnodar_Krai_183_10V_2021	2021.12.17	12.0270470544646	12	12	14	12.0859577621341	12	11	15
1841681_A_Cambodia_e0826360_2020	2063583_A_Idaho_25_2022	2022.5.1	16.0214894405335	16	15	20	14.1052241570952	14	13	18
1841681_A_Cambodia_e0826360_2020	2077428_A_Berlin_61_2022	2022.4.25	15.0222304557243	15	15	17	13.1685809559096	13	12	18
1841681_A_Cambodia_e0826360_2020	2127871_A_Michigan_35_2022	2022.5.18	15.0251945164876	15	15	19	16.1011485735458	16	15	20
1841681_A_Cambodia_e0826360_2020	2136215_A_Abu_Dhabi_1812537_2022	2022.6.30	17.0214894405335	17	17	19	15.0981845127825	15	14	19
1841681_A_Cambodia_e0826360_2020	2176957_A_Florida_70_2022	2022.8.8	16.0259355316784	16	16	20	16.1033716191182	16	15	20
1841681_A_Cambodia_e0826360_2020	2194875_A_Maldives_875_2022	2022.9.9	17.0248240088922	17	17	19	15.0992960355687	15	14	19
1841681_A_Cambodia_e0826360_2020	2233523_A_Ayutthaya_NIC_P2289_2022	2022.7.18	23.0277880696554	23	23	25	16.0955909596147	16	15	20
1841681_A_Cambodia_e0826360_2020	2325220_A_Finland_298_2022	2022.9.4	18.0248240088922	18	18	20	14.0796591330122	14	13	17
1841681_A_Cambodia_e0826360_2020	2500106_A_ABUDHABI_UAE_1112067_2022	2022.4.25	16.0248240088922	16	16	18	13.0774360874398	13	12	16
1841681_A_Cambodia_e0826360_2020	2503987_A_British_Columbia_124_2022	2022.6.19	15.0218599481289	15	15	17	13.092256391256	13	12	17
EPI2415906_A_Darwin_9_2021	19296516_A_Croatia_10136RV_2023	2023.12.4	15.0285290848462	15	14	18	19.520563171545	19	18	23
EPI2415906_A_Darwin_9_2021	19377008_A_Arica_52920_2024	2024.7.1	16.0285290848462	16	15	19	18.5605779918488	18	17	23
EPI2415906_A_Darwin_9_2021	19355069_A_Chiang_Rai_1932_2024	2024.3.27	16.1922934420156	17	15	21	19.5405705816969	19	18	23
EPI2415906_A_Darwin_9_2021	19378437_A_Denmark_2208_2024	2024.6.29	18.0307521304187	18	17	21	20.5531678399407	20	20	24
EPI2415906_A_Darwin_9_2021	19522825_A_Denmark_2281_2024	2024.8.26	17.051130048166	17	16	20	20.5216746943312	21	18	25
EPI2415906_A_Darwin_9_2021	19455563_A_England_2481021_2024	2024.6.4	17.0329751759911	17	16	20	20.5172286031864	21	18	24
EPI2415906_A_Darwin_9_2021	19539069_A_Ghana_1122_2024	2024.7.24	18.0348277139681	18	16	21	18.6068914412745	18	17	23
EPI2415906_A_Darwin_9_2021	19298604_A_Ghana_3370_2024	2024.6.6	16.0300111152279	16	15	19	17.5150055576139	18	15	21
EPI2415906_A_Darwin_9_2021	19377137_A_Guyana_10084_2024	2024.5.28	16.0314931456095	16	15	19	23.5620600222305	23	22	28
EPI2415906_A_Darwin_9_2021	19274403_A_Hungary_264_2024	2024.3.26	16.0285290848462	16	15	19	18.5327899221934	18	17	22
EPI2415906_A_Darwin_9_2021	19355364_A_Kenya_139_2024	2024.5.23	14.0363097443498	14	13	17	18.5287143386439	18	17	22
EPI2415906_A_Darwin_9_2021	19388144_A_Saudi_Arabia_PHL_FS8301_2024	2024.7.6	16.0300111152279	16	15	19	19.5494627639867	19	19	23
EPI2415906_A_Darwin_9_2021	19052814_A_Serbia_514284_2024	2024.3.8	17.0329751759911	17	16	20	20.5357539829566	20	19	24
EPI2415906_A_Darwin_9_2021	19539108_A_Wellington_85_2024	2024.8.14	15.0307521304187	15	14	18	19.547980733605	19	19	23
EPI2415906_A_Darwin_9_2021	19208620_A_Wisconsin_80_2024	2024.5.25	14.0329751759911	14	13	19	19.5457576880326	19	18	24
EPI2415906_A_Darwin_9_2021	19642627_A_Jeju_4080_2024	2024.9.23	16.0322341608003	16	15	19	21.5513153019637	21	21	25
EPI2415906_A_Darwin_9_2021	19632815_A_Jeonbuk_3813_2024	2024.3.11	15.0292701000371	15	14	18	18.5294553538348	18	17	22
EPI2415906_A_Darwin_9_2021	19632822_A_Seoul_3837_2024	2024.3.18	15.0337161911819	15	14	18	20.5542793627269	20	19	24
EPI2415906_A_Darwin_9_2021	2206316_A_Rogerstone_2168_2022	2022.10.10	6.34901815487217	7	5	11	13.5928121526491	14	12	16
EPI2415906_A_Darwin_9_2021	2208308_A_Lourdes_53101_2022	2022.10.8	11.3490181548722	11	11	19	15.1244905520563	15	14	20
EPI2415906_A_Darwin_9_2021	2252381_A_Maine_07_2022	2022.10.27	8.3505001852538	8	8	16	17.1267135976288	17	16	22
EPI2415906_A_Darwin_9_2021	2253452_A_Kansas_25_2022	2022.10.19	9.02519451648759	9	8	12	12.520563171545	12	11	16
EPI2415906_A_Darwin_9_2021	2254250_A_Centre_56613_2022	2022.11.23	8.34901815487217	9	7	13	10.5950351982216	11	9	13
EPI2415906_A_Darwin_9_2021	2257357_A_Austria_MUW1572306_2022	2022.11.30	9.34605409410893	9	9	17	15.1230085216747	15	14	20
EPI2415906_A_Darwin_9_2021	2283189_A_Denmark_3146_2022	2022.11.10	9.34975917006299	10	8	14	11.5924416450537	12	10	14
EPI2415906_A_Darwin_9_2021	2367511_A_Connecticut_04_2023	2023.1.4	10.3467951092997	10	10	18	14.1304186735828	14	13	19
EPI2415906_A_Darwin_9_2021	2385451_A_Oman_8557_2022	2022.12.4	9.03297517599111	9	8	12	12.5190811411634	12	11	16
EPI2415906_A_Darwin_9_2021	2424342_A_Baden_Wuerttemberg_144_2022	2022.12.1	10.3453130789181	10	10	18	16.1244905520563	16	15	21
EPI2415906_A_Darwin_9_2021	2424895_A_Sachsen_Anhalt_3_2023	2023.1.1	11.3549462763987	11	11	19	14.1430159318266	14	13	19
EPI2415906_A_Darwin_9_2021	2441868_A_Minnesota_08_2023	2023.1.11	9.35272323082623	9	9	17	15.1356057799185	15	14	20
EPI2415906_A_Darwin_9_2021	2467517_A_HaidianCDC_12962_2023	2023.3.2	12.0292701000371	12	11	15	18.5242682474991	18	17	23
EPI2415906_A_Darwin_9_2021	2498550_A_California_32_2023	2023.1.5	10.3467951092997	10	10	18	14.129677658392	14	13	19
EPI2415906_A_Darwin_9_2021	2498622_A_Kansas_01_2023	2023.2.26	8.34975917006299	9	7	13	9.59799925898481	10	8	12
EPI2415906_A_Darwin_9_2021	2534759_A_Minnesota_18_2023	2023.2.22	10.3527232308262	10	10	18	17.1356057799185	17	16	22
EPI2415906_A_Darwin_9_2021	2539626_A_Nordrhein_Westfalen_128_2022	2022.12.20	9.34827713968136	10	8	14	10.5976287513894	11	9	14
EPI2415906_A_Darwin_9_2021	2571528_A_Bhutan_001_2022	2022.11.21	10.5327899221934	11	9	14	14.0285290848462	14	12	19
EPI2415906_A_Darwin_9_2021	2587133_A_Berlin_265_2022	2022.12.19	8.34901815487217	9	7	13	12.5950351982216	13	11	15
EPI2415906_A_Darwin_9_2021	2599401_A_Lebanon_2787_2023	2023.3.28	10.3482771396814	10	10	18	15.1871063356799	15	14	20
EPI2415906_A_Darwin_9_2021	2689682_A_Costa_Rica_8476_2023	2023.6.26	13.0285290848462	13	12	16	17.5376065209337	17	16	23
EPI2415906_A_Darwin_9_2021	2716167_A_Kentucky_06_2023	2023.7.18	14.0433493886625	14	13	19	17.532419414598	17	16	21
EPI2415906_A_Darwin_9_2021	2716351_A_Guatemala_378_2023	2023.4.22	11.3505001852538	11	11	19	16.1937754723972	16	15	21
EPI2415906_A_Darwin_9_2021	2732731_A_Bangladesh_9003_2023	2023.5.8	12.0300111152279	12	11	15	15.5694701741386	15	14	19
EPI2415906_A_Darwin_9_2021	2736750_A_Finland_407_2023	2023.8.11	10.0351982215635	10	9	13	17.5635420526121	17	16	22
EPI2415906_A_Darwin_9_2021	2758811_A_Catalonia_NSVH102158148_2023	2023.9.6	19.0296406076325	19	18	22	17.5320489070026	17	16	22
EPI2415906_A_Darwin_9_2021	EPI2800450_A_Phra_Nakhon_Si_Ayutthaya_P4330_2023	2023.10.2	14.0337161911819	14	13	17	21.5602074842534	21	20	26
EPI2415906_A_Darwin_9_2021	EPI2817864_A_Nakhon_Phanom_P4970_2023	2023.11.3	14.0277880696554	14	13	19	19.520563171545	19	18	23
EPI2415906_A_Darwin_9_2021	EPI2819091_A_Nebraska_13_2023	2023.11.15	15.0285290848462	15	14	18	18.5272323082623	18	17	22
EPI2415906_A_Darwin_9_2021	EPI2845383_A_Saint_Petersburg_RII_169_2023	2023.10.31	14.0314931456095	14	13	17	19.5235272323083	19	18	23
EPI2415906_A_Darwin_9_2021	EPI2901414_A_California_118_2023	2023.11.29	14.0270470544646	14	13	17	18.5190811411634	18	17	22
EPI2415906_A_Darwin_9_2021	EPI2926182_A_Hong_Kong_3084_2023	2023.12.1	15.0285290848462	15	14	18	17.5264912930715	17	16	21
EPI2415906_A_Darwin_9_2021	EPI2970652_A_Saratov_RII_3_2023	2023.12.22	16.02741756206	16	15	19	17.5213041867358	17	16	21
EPI2415906_A_Darwin_9_2021	EPI3055327_A_New_Hampshire_02_2024	2024.1.4	15.0355687291589	15	14	18	18.6020748425343	18	17	24
EPI2415906_A_Darwin_9_2021	EPI3089330_A_Penarth_6936_2024	2024.1.22	15.0285290848462	15	14	18	18.5294553538348	18	17	22
EPI2415906_A_Darwin_9_2021	EPI3095110_A_Samara_22_2023	2023.12.22	14.02741756206	14	13	17	19.5190811411634	19	18	23
EPI2415906_A_Darwin_9_2021	EPI3133740_A_Idaho_21_2024	2024.2.9	15.0292701000371	15	14	18	17.5287143386439	17	16	21
EPI2415906_A_Darwin_9_2021	EPI3134187_A_Florida_06_2024	2024.1.8	15.0437198962579	15	14	18	20.5987402741756	20	19	24
EPI2415906_A_Darwin_9_2021	EPI3186602_A_Nevada_104_2024	2024.3.1	16.0340866987773	16	15	19	17.5353834753612	17	16	21
EPI2415906_A_Darwin_9_2021	EPI3186714_A_Washington_22_2024	2024.2.4	14.0366802519452	14	13	17	19.5427936272694	19	18	24
19194107_A_Thailand_8_2022	19628172_A_Colorado_228_2024	2024.11.10	9.38236383845869	10	7	12	9.61763616154131	10	8	12
19194107_A_Thailand_8_2022	19826182_A_South_Africa_R01135_2025	2025.1.28	10.3831048536495	11	8	13	9.63282697295295	10	8	14
19194107_A_Thailand_8_2022	19822399_A_Incheon_694_2025	2025.2.18	8.38088180807707	9	6	11	13.6354205261208	14	12	18
19194107_A_Thailand_8_2022	19794607_A_Jeonnam_359_2025	2025.1.13	8.38014079288625	9	6	11	10.6306039273805	11	9	15
19194107_A_Thailand_8_2022	20080759_A_Vietnam_5034_2025	2025.2.15	10.3919970359392	11	8	15	11.6306039273805	12	10	16
19194107_A_Thailand_8_2022	19884376_A_Canarias_1589_2025	2025.1.1	9.38792145238977	10	7	12	12.6257873286402	13	11	16
19194107_A_Thailand_8_2022	19800540_A_Denmark_860_2025	2025.2.3	9.38384586884031	10	7	12	13.6257873286402	14	12	16
19194107_A_Thailand_8_2022	19682309_A_Netherlands_10048_2025	2025.1.2	8.40311226380141	9	6	12	13.6406076324565	14	12	17
19194107_A_Thailand_8_2022	19874950_A_Denmark_2460_2025	2025.3.24	11.4386809929604	12	9	16	15.7091515376065	16	14	20
19194107_A_Thailand_8_2022	20073250_A_Ontario_1098_2025	2025.4.1	11.0515005557614	11	10	13	18.4186735828084	18	17	24
19194107_A_Thailand_8_2022	19897514_A_South_Africa_PATH-CERI-C068465_2025	2025.5.3	25.0059281215265	25	22	30	17.4160800296406	17	15	23
19194107_A_Thailand_8_2022	20261922_A_South_Africa_8325_2025	2025.8.28	16.4042237865876	17	14	20	17.7310114857355	18	16	22
19296516_A_Croatia_10136RV_2023	20284405_A_Bahrain_1648_2025	2025.10.19	11.9210818821786	12	11	19	14.9748054835124	15	14	21
19296516_A_Croatia_10136RV_2023	20284485_A_Bahrain_2180_2025	2025.10.23	12.5968877361986	13	12	16	17.6947017413857	18	17	22
19296516_A_Croatia_10136RV_2023	20284519_A_Catalonia_NSVH102734071_2025	2025.11.28	11.5924416450537	12	11	15	17.418303075213	18	15	22
19296516_A_Croatia_10136RV_2023	20269338_A_Denmark_3567_2025	2025.11.10	14.5976287513894	15	13	19	14.6865505742868	15	14	19
19296516_A_Croatia_10136RV_2023	20269279_A_Denmark_3542_2025	2025.11.7	14.5987402741756	15	14	18	15.6887736198592	16	14	20
19296516_A_Croatia_10136RV_2023	20221173_A_Cardiff_0040_2025	2025.10.2	12.5939236754353	13	12	16	16.6854390515006	17	16	21
19296516_A_Croatia_10136RV_2023	20275639_A_Colorado_ISC-1470_2025	2025.10.28	12.5968877361986	13	12	16	16.6943312337903	17	16	21
19296516_A_Croatia_10136RV_2023	20275637_A_Colorado_ISC-1507_2025	2025.11.14	13.5935531678399	14	13	17	15.6806224527603	16	15	20
19296516_A_Croatia_10136RV_2023	20275348_A_Florida_32_2025	2025.10.29	12.5987402741756	13	12	16	16.6809929603557	17	16	21
19296516_A_Croatia_10136RV_2023	20275683_A_New_York_NIRC-IS-1504_2025	2025.11.13	13.5939236754353	14	13	17	14.6798814375695	15	14	19
19296516_A_Croatia_10136RV_2023	20262326_A_Colorado_ISC-1494_2025	2025.11.11	14.597258243794	15	14	18	14.6835865135235	15	14	19
19296516_A_Croatia_10136RV_2023	20261837_A_Alaska_82_2025	2025.10.20	14.5965172286032	15	14	18	16.6921081882179	17	16	21
19296516_A_Croatia_10136RV_2023	20278399_A_Catalonia_NSVH171794172_2025	2025.12.3	13.5931826602445	14	13	17	15.414597999259	16	13	20
19296516_A_Croatia_10136RV_2023	20261953_A_Wisconsin_152_2025	2025.11.3	12.5968877361986	13	12	16	15.6854390515006	16	15	21
19296516_A_Croatia_10136RV_2023	20262725_A_Catalonia_NSVH161522720_2025	2025.11.19	13.5931826602445	14	13	17	15.6783994071878	16	14	20
19296516_A_Croatia_10136RV_2023	20261957_A_Minnesota_109_2025	2025.10.25	12.5939236754353	13	12	16	17.6906261578362	18	17	22
19296516_A_Croatia_10136RV_2023	20279652_A_Lisboa_706_2025	2025.11.2	12.5939236754353	13	12	16	16.4101519081141	17	14	21
19296516_A_Croatia_10136RV_2023	20280416_A_Severomorsk_RII-MH264749S_2025	2025.11.18	13.5942941830308	14	13	17	15.6795109299741	16	15	20
19296516_A_Croatia_10136RV_2023	20280435_A_Saint-Petersburg_RII-MH264958S_2025	2025.11.26	13.5983697665802	14	13	17	15.6980363097443	16	15	20
19296516_A_Croatia_10136RV_2023	20280566_A_Saint-Petersburg_RII-25-0699S_2025	2025.11.17	14.6013338273435	15	14	18	17.4286772878844	18	15	22
19296516_A_Croatia_10136RV_2023	20281628_A_Saskatchewan_SKFLU469190_2025	2025.11.20	11.5924416450537	12	11	15	17.477584290478	18	15	22
EPI103320_A_Moscow_10_1999	CY000024_A_New_York_30_2003	2003.12.2	27.3416080029641	27	27	33	33.1367173027047	32	31	43
EPI103320_A_Moscow_10_1999	CY000040_A_New_York_33_2004	2004.1.9	27.3775472397184	27	27	33	38.1541311596888	37	36	49
EPI103320_A_Moscow_10_1999	CY000056_A_New_York_35_2003	2003.12.4	29.3423490181549	29	29	35	32.1496850685439	31	30	42
EPI103320_A_Moscow_10_1999	CY000104_A_New_York_54_2003	2003.12.10	26.3412374953687	26	26	32	35.139681363468	34	33	45
EPI103320_A_Moscow_10_1999	CY000144_A_New_York_26_2003	2003.12.2	29.3442015561319	29	29	35	30.1474620229715	29	28	40
EPI103320_A_Moscow_10_1999	CY000216_A_New_York_91_2002	2002.1.17	17.3034457206373	17	15	28	20.9918488329011	21	18	38
EPI103320_A_Moscow_10_1999	CY000272_A_New_York_53_2003	2003.12.11	29.257502778807	29	27	35	31.1437569470174	30	29	41
EPI103320_A_Moscow_10_1999	CY000352_A_New_York_15_2003	2003.11.12	29.257502778807	29	27	35	30.1437569470174	29	28	40
EPI103320_A_Moscow_10_1999	CY000512_A_New_York_4_2003	2003.12.8	27.3416080029641	27	27	33	33.1367173027047	32	31	43
EPI103320_A_Moscow_10_1999	CY000552_A_New_York_115_2002	2002.2.7	18.3027047054465	18	16	29	19.9940718784735	20	17	37
EPI103320_A_Moscow_10_1999	CY000768_A_New_York_10_2004	2004.1.30	30.3427195257503	30	30	36	31.1626528343831	30	29	41
EPI103320_A_Moscow_10_1999	CY000872_A_New_York_193_2003	2003.2.19	23.8332715820674	23	23	34	26.1096702482401	26	23	43
EPI103320_A_Moscow_10_1999	CY000908_A_New_York_13_2003	2003.11.12	26.3412374953687	26	26	32	37.1389403482771	36	35	47
EPI103320_A_Moscow_10_1999	CY001036_A_New_York_6_2004	2004.1.6	26.3442015561319	26	26	32	31.1596887736199	30	29	41
EPI103320_A_Moscow_10_1999	CY001095_A_New_York_24_2003	2003.12.1	29.257502778807	29	27	35	31.1437569470174	30	29	41
EPI103320_A_Moscow_10_1999	CY001196_A_New_York_18_2003	2003.12.1	28.3427195257503	28	28	34	32.1537606520934	31	30	42
EPI103320_A_Moscow_10_1999	CY001300_A_New_York_37_2003	2003.12.4	27.3412374953687	27	27	33	37.139681363468	36	35	47
EPI103320_A_Moscow_10_1999	CY001559_A_New_York_215_2003	2003.4.22	20.3190070396443	20	18	31	21.7684327528714	21	20	38
EPI103320_A_Moscow_10_1999	CY002335_A_New_York_77_2001	2001.12.26	17.3019636902557	17	15	28	21.9733234531308	22	19	39
EPI103320_A_Moscow_10_1999	CY002351_A_New_York_272_2003	2003.11.28	28.3412374953687	28	28	34	36.1419044090404	35	34	46
EPI103320_A_Moscow_10_1999	CY003287_A_New_York_438_2000	2000.1.18	13.7610226009633	13	13	18	10.2826972952946	10	10	14
EPI103320_A_Moscow_10_1999	CY006386_A_New_York_467_2004	2004.9.17	31.3501296776584	31	31	38	36.1615413115969	35	34	46
EPI103320_A_Moscow_10_1999	CY009267_A_New_York_499_2004	2004.1.15	26.3442015561319	26	26	32	32.1585772508336	31	30	42
EPI103320_A_Moscow_10_1999	CY013812_A_New_York_C4_2002	2002.2.1	18.3019636902557	18	16	29	19.9911078177103	20	17	37
EPI103320_A_Moscow_10_1999	CY032968_A_Yucatan_844_2003	2003.3.19	25.1674694331234	25	24	31	32.1237495368655	31	30	42
EPI103320_A_Moscow_10_1999	CY038574_A_Hong_Kong_HKU2_2004	2004.2.13	27.3486476472768	27	27	33	32.1507965913301	31	30	42
EPI103320_A_Moscow_10_1999	CY038614_A_Hong_Kong_HKU19_2004	2004.6.1	31.3897739903668	31	31	38	33.1641348647647	32	31	43
