vaccineStrain	compareStrain	tipDate	mean_N	median_N	min_N	max_N	mean_S	median_S	min_S	max_S
MG974447_A_Kansas_14_2017	1847821_A_Kitakyusyu_1_2020	2020.8.1	15.651	15	15	50	9.171	9	9	49
MG974447_A_Kansas_14_2017	1847845_A_Saitama_92_2020	2020.4.3	16.653	16	16	51	11.185	11	11	53
MG974447_A_Kansas_14_2017	2761581_A_Hessen_26_2020	2020.1.27	12.651	12.5	12	47	13.159	13	13	53
MG974447_A_Kansas_14_2017	2761606_A_Schleswig_Holstein_9_2020	2020.2.10	6.011	6	4	29	5.997	6	4	23
1592032_A_Hong_Kong_2671_2019	1838078_A_California_55_2020	2020.10.12	7.219	7	7	30	11.101	11	11	33
1592032_A_Hong_Kong_2671_2019	1847925_A_Vietnam_Vnhcm_Gs483_2020	2020.10.9	7.268	7	7	30	11.13	11	11	31
1592032_A_Hong_Kong_2671_2019	1849665_A_AbuDhabi_01_2021	2021.1.1	10.263	10	10	52	14.133	14	13	58
1592032_A_Hong_Kong_2671_2019	1852226_A_Bangkok_62_2020	2020.11.11	7.18	7	7	10	11.071	11	11	13
1592032_A_Hong_Kong_2671_2019	1858651_A_Pennsylvania_01_2021	2021.3.19	8.403	8	8	12	12.079	12	12	14
1592032_A_Hong_Kong_2671_2019	1861076_A_Laos_580_2021	2021.2.21	7.18	7	7	10	12.081	12	12	14
1592032_A_Hong_Kong_2671_2019	1869531_A_Delaware_01_2021	2021.4.16	7.463	7	7	49	14.139	14	14	58
1592032_A_Hong_Kong_2671_2019	1885447_A_Abu_Dhabi_2210622842_2021	2021.3.3	7.243	7	7	30	14.099	14	13	36
1592032_A_Hong_Kong_2671_2019	1905714_A_India_PUN_NIV323256_2021	2021.6.21	6.442	6	6	48	13.109	13	13	57
1592032_A_Hong_Kong_2671_2019	1905786_A_India_PUN_NIV312063_2021	2021.5.9	9.463	9	9	51	13.15	13	12	57
1592032_A_Hong_Kong_2671_2019	1905802_A_Nepal_Npwr_05637_2021	2021.4.8	8.438	8	8	31	11.109	11	11	33
1592032_A_Hong_Kong_2671_2019	1916915_A_Oklahoma_01_2021	2021.7.6	5.056	4	4	26	16.179	16	16	33
1592032_A_Hong_Kong_2671_2019	1916923_A_Michigan_03_2021	2021.8.18	7.441	7	7	30	14.111	14	14	36
1592032_A_Hong_Kong_2671_2019	1919553_A_YANAO_08_01V_2021	2021.8.8	7.466	7	7	29	13.119	13	13	30
1592032_A_Hong_Kong_2671_2019	1921773_A_Thailand_12_2021	2021.6.24	9.191	9	9	17	11.091	11	11	15
1592032_A_Hong_Kong_2671_2019	1922800_A_Nepal_21FL2699_2021	2021.8.11	7.474	7	7	29	16.193	16	15	33
1592032_A_Hong_Kong_2671_2019	1924350_A_Philippines_6_2021	2021.7.5	13.631	14	13	27	15.116	15	15	28
1592032_A_Hong_Kong_2671_2019	1925236_A_Michigan_05_2021	2021.9.26	5.06	4	4	26	17.193	17	17	34
1592032_A_Hong_Kong_2671_2019	1926248_A_Saint_Petersburg_RII_2415S_2021	2021.1.2	7.462	7	7	27	15.121	15	15	32
1592032_A_Hong_Kong_2671_2019	1940321_A_New_York_03_2021	2021.9.16	9.502	9	9	51	13.169	13	13	57
1592032_A_Hong_Kong_2671_2019	1954438_A_Picardie_28479_2021	2021.9.17	7.466	7	7	27	14.125	14	14	31
1592032_A_Hong_Kong_2671_2019	1967900_A_Pakistan_ICT7_2021	2021.9.16	6.461	6	6	48	11.138	11	11	55
1592032_A_Hong_Kong_2671_2019	1969592_A_Bangladesh_9019_2021	2021.9.20	10.479	10	10	52	14.134	14	13	58
1592032_A_Hong_Kong_2671_2019	EPI2415906_A_Darwin_9_2021	2021.4.17	7.478	7	7	29	14.121	14	14	31
1841681_A_Cambodia_e0826360_2020	19194107_A_Thailand_8_2022	2022.7.11	4.148	4	4	17	11.121	11	10	19
1841681_A_Cambodia_e0826360_2020	1941020_A_Florida_04_2021	2021.10.28	2.134	2	2	18	8.035	8	7	19
1841681_A_Cambodia_e0826360_2020	1952515_A_Pennsylvania_06_2021	2021.11.21	2.208	2	2	54	8.103	8	7	59
1841681_A_Cambodia_e0826360_2020	1958506_A_Khakassia_155_06V_2021	2021.11.30	3.246	3	3	36	9.128	9	8	38
1841681_A_Cambodia_e0826360_2020	1960344_A_Montana_10_2021	2021.11.29	4.199	4	4	37	8.09	8	7	37
1841681_A_Cambodia_e0826360_2020	1964326_A_California_46_2021	2021.12.19	2.167	2	2	35	8.062	8	7	35
1841681_A_Cambodia_e0826360_2020	1983154_A_Montana_02_2022	2022.1.6	2.191	2	2	35	8.087	8	7	37
1841681_A_Cambodia_e0826360_2020	1992288_A_Wyoming_09_2021	2021.12.2	2.24	2	2	33	8.122	8	7	37
1841681_A_Cambodia_e0826360_2020	2004157_A_North_Dakota_03_2022	2022.2.9	2.189	2	2	33	8.089	8	7	37
1841681_A_Cambodia_e0826360_2020	2007488_A_New_Mexico_07_2022	2022.2.14	2.255	2	2	54	10.144	10	9	61
1841681_A_Cambodia_e0826360_2020	2019560_A_Novosibirsk_RII_MH60652S_2022	2022.1.10	2.173	2	2	33	8.08	8	7	37
1841681_A_Cambodia_e0826360_2020	2042591_A_Picardie_21593_2022	2022.3.21	3.177	3	3	36	12.102	12	11	41
1841681_A_Cambodia_e0826360_2020	2042752_A_Lorraine_23758_2022	2022.3.26	2.259	2	2	54	11.167	11	10	62
1841681_A_Cambodia_e0826360_2020	2042994_A_Lorraine_28541_2022	2022.4.9	2.212	2	2	54	11.131	11	10	62
1841681_A_Cambodia_e0826360_2020	2043548_A_Berlin_23_2022	2022.3.17	2.25	2	2	35	11.154	11	10	40
1841681_A_Cambodia_e0826360_2020	2046104_A_Krasnodar_Krai_183_10V_2021	2021.12.17	3.155	3	3	36	11.082	11	10	38
1841681_A_Cambodia_e0826360_2020	2063583_A_Idaho_25_2022	2022.5.1	2.179	2	2	35	11.157	11	10	38
1841681_A_Cambodia_e0826360_2020	2077428_A_Berlin_61_2022	2022.4.25	7.967	8	7	51	22.075	22	21	67
1841681_A_Cambodia_e0826360_2020	2127871_A_Michigan_35_2022	2022.5.18	9.009	9	8	33	23.118	23	22	46
1841681_A_Cambodia_e0826360_2020	2136215_A_Abu_Dhabi_1812537_2022	2022.6.30	12.964	13	12	56	24.074	24	23	69
1841681_A_Cambodia_e0826360_2020	2176957_A_Florida_70_2022	2022.8.8	9.013	9	8	33	24.096	24	23	47
1841681_A_Cambodia_e0826360_2020	2194875_A_Maldives_875_2022	2022.9.9	5.224	5	5	57	10.108	10	9	61
1841681_A_Cambodia_e0826360_2020	2233523_A_Ayutthaya_NIC_P2289_2022	2022.7.18	3.252	3	3	36	9.202	9	8	38
1841681_A_Cambodia_e0826360_2020	2325220_A_Finland_298_2022	2022.9.4	3.238	3	3	55	7.315	7	6	58
1841681_A_Cambodia_e0826360_2020	2500106_A_ABUDHABI_UAE_1112067_2022	2022.4.25	3.246	3	3	36	7.32	7	6	36
1841681_A_Cambodia_e0826360_2020	2503987_A_British_Columbia_124_2022	2022.6.19	5.267	5	5	38	11.211	11	10	42
EPI2415906_A_Darwin_9_2021	19296516_A_Croatia_10136RV_2023	2023.12.4	4.156	4	4	56	8.984	8	7	66
EPI2415906_A_Darwin_9_2021	19377008_A_Arica_52920_2024	2024.7.1	9.156	9	9	61	6.996	6	5	64
EPI2415906_A_Darwin_9_2021	19355069_A_Chiang_Rai_1932_2024	2024.3.27	3.101	3	3	34	10.934	10	9	39
EPI2415906_A_Darwin_9_2021	19378437_A_Denmark_2208_2024	2024.6.29	5.093	5	5	36	7.92	7	6	36
EPI2415906_A_Darwin_9_2021	19522825_A_Denmark_2281_2024	2024.8.26	6.207	6	6	58	10.048	9	8	67
EPI2415906_A_Darwin_9_2021	19455563_A_England_2481021_2024	2024.6.4	4.207	4	4	56	10.039	9	8	67
EPI2415906_A_Darwin_9_2021	19539069_A_Ghana_1122_2024	2024.7.24	5.087	5	5	32	9.926	9	8	34
EPI2415906_A_Darwin_9_2021	19298604_A_Ghana_3370_2024	2024.6.6	7.097	7	7	38	9.933	9	8	38
EPI2415906_A_Darwin_9_2021	19377137_A_Guyana_10084_2024	2024.5.28	5.091	5	5	36	7.926	7	6	36
EPI2415906_A_Darwin_9_2021	19274403_A_Hungary_264_2024	2024.3.26	4.136	4	4	56	7.979	7	6	65
EPI2415906_A_Darwin_9_2021	19355364_A_Kenya_139_2024	2024.5.23	4.093	4	4	35	9.93	9	8	38
EPI2415906_A_Darwin_9_2021	19388144_A_Saudi_Arabia_PHL_FS8301_2024	2024.7.6	4.158	4	4	56	7.986	7	6	65
EPI2415906_A_Darwin_9_2021	19052814_A_Serbia_514284_2024	2024.3.8	5.14	5	5	57	7.985	7	6	65
EPI2415906_A_Darwin_9_2021	19539108_A_Wellington_85_2024	2024.8.14	7.199	7	7	59	8.037	7	6	65
EPI2415906_A_Darwin_9_2021	19208620_A_Wisconsin_80_2024	2024.5.25	6.093	6	6	37	7.922	7	6	36
EPI2415906_A_Darwin_9_2021	19642627_A_Jeju_4080_2024	2024.9.23	4.091	4	4	35	9.916	9	8	38
EPI2415906_A_Darwin_9_2021	19632815_A_Jeonbuk_3813_2024	2024.3.11	4.095	4	4	35	6.92	6	5	35
EPI2415906_A_Darwin_9_2021	19632822_A_Seoul_3837_2024	2024.3.18	4.205	4	4	56	8.025	7	6	65
EPI2415906_A_Darwin_9_2021	2206316_A_Rogerstone_2168_2022	2022.10.10	3.144	3	3	34	5.397	6	4	33
EPI2415906_A_Darwin_9_2021	2208308_A_Lourdes_53101_2022	2022.10.8	4.084	4	4	37	3.339	4	2	31
EPI2415906_A_Darwin_9_2021	2252381_A_Maine_07_2022	2022.10.27	10.252	10	9	53	25.123	25	24	70
EPI2415906_A_Darwin_9_2021	2253452_A_Kansas_25_2022	2022.10.19	8.216	8	8	60	7.004	6	6	66
EPI2415906_A_Darwin_9_2021	2254250_A_Centre_56613_2022	2022.11.23	2.084	2	2	31	9.177	10	8	37
EPI2415906_A_Darwin_9_2021	2257357_A_Austria_MUW1572306_2022	2022.11.30	11.251	11	10	54	28.127	28	27	73
EPI2415906_A_Darwin_9_2021	2283189_A_Denmark_3146_2022	2022.11.10	4.08	4	4	33	3.341	4	2	31
EPI2415906_A_Darwin_9_2021	2367511_A_Connecticut_04_2023	2023.1.4	7.082	7	7	36	4.349	5	3	32
EPI2415906_A_Darwin_9_2021	2385451_A_Oman_8557_2022	2022.12.4	4.17	4	4	37	5.99	5	4	41
EPI2415906_A_Darwin_9_2021	2424342_A_Baden_Wuerttemberg_144_2022	2022.12.1	14.195	14	13	38	26.063	26	25	47
EPI2415906_A_Darwin_9_2021	2424895_A_Sachsen_Anhalt_3_2023	2023.1.1	4.114	4	4	56	3.382	4	2	60
EPI2415906_A_Darwin_9_2021	2441868_A_Minnesota_08_2023	2023.1.11	9.129	9	8	13	25.022	25	24	28
EPI2415906_A_Darwin_9_2021	2467517_A_HaidianCDC_12962_2023	2023.3.2	3.091	3	3	34	7.922	7	6	36
EPI2415906_A_Darwin_9_2021	2498550_A_California_32_2023	2023.1.5	5.157	5	5	38	3.404	4	2	38
EPI2415906_A_Darwin_9_2021	2498622_A_Kansas_01_2023	2023.2.26	2.118	2	2	54	8.228	9	7	65
EPI2415906_A_Darwin_9_2021	2534759_A_Minnesota_18_2023	2023.2.22	9.129	9	8	13	25.022	25	24	28
EPI2415906_A_Darwin_9_2021	2539626_A_Nordrhein_Westfalen_128_2022	2022.12.20	3.163	3	3	35	7.245	8	6	37
EPI2415906_A_Darwin_9_2021	2571528_A_Bhutan_001_2022	2022.11.21	2.21	2	2	54	6.707	6	6	64
EPI2415906_A_Darwin_9_2021	2587133_A_Berlin_265_2022	2022.12.19	4.159	4	4	36	5.407	6	4	35
EPI2415906_A_Darwin_9_2021	2599401_A_Lebanon_2787_2023	2023.3.28	11.256	11	10	54	26.149	26	25	71
EPI2415906_A_Darwin_9_2021	2689682_A_Costa_Rica_8476_2023	2023.6.26	3.197	3	3	55	7.039	6	5	64
EPI2415906_A_Darwin_9_2021	2716167_A_Kentucky_06_2023	2023.7.18	4.093	4	4	35	5.918	5	4	34
EPI2415906_A_Darwin_9_2021	2716351_A_Guatemala_378_2023	2023.4.22	12.252	12	11	55	25.676	25	24	70
EPI2415906_A_Darwin_9_2021	2732731_A_Bangladesh_9003_2023	2023.5.8	4.217	4	4	56	6.004	5	4	63
EPI2415906_A_Darwin_9_2021	2736750_A_Finland_407_2023	2023.8.11	3.095	3	3	34	9.945	9	9	38
EPI2415906_A_Darwin_9_2021	2758811_A_Catalonia_NSVH102158148_2023	2023.9.6	6.091	6	6	37	8.949	8	7	37
EPI2415906_A_Darwin_9_2021	EPI2800450_A_Phra_Nakhon_Si_Ayutthaya_P4330_2023	2023.10.2	4.15	4	4	37	7.965	7	6	43
EPI2415906_A_Darwin_9_2021	EPI2817864_A_Nakhon_Phanom_P4970_2023	2023.11.3	5.124	5	5	37	8.94	8	7	39
EPI2415906_A_Darwin_9_2021	EPI2819091_A_Nebraska_13_2023	2023.11.15	4.064	4	4	26	8.883	8	7	30
EPI2415906_A_Darwin_9_2021	EPI2845383_A_Saint_Petersburg_RII_169_2023	2023.10.31	3.103	3	3	34	9.912	9	8	38
EPI2415906_A_Darwin_9_2021	EPI2901414_A_California_118_2023	2023.11.29	4.123	4	4	56	8.957	8	7	66
EPI2415906_A_Darwin_9_2021	EPI2926182_A_Hong_Kong_3084_2023	2023.12.1	4.123	4	4	35	6.945	6	5	33
EPI2415906_A_Darwin_9_2021	EPI2970652_A_Saratov_RII_3_2023	2023.12.22	5.199	5	5	57	7.027	6	5	64
EPI2415906_A_Darwin_9_2021	EPI3055327_A_New_Hampshire_02_2024	2024.1.4	5.962	5	5	38	9.976	9	8	45
EPI2415906_A_Darwin_9_2021	EPI3089330_A_Penarth_6936_2024	2024.1.22	4.145	4	4	36	7.965	7	6	38
EPI2415906_A_Darwin_9_2021	EPI3095110_A_Samara_22_2023	2023.12.22	5.105	5	5	27	7.93	7	6	29
EPI2415906_A_Darwin_9_2021	EPI3133740_A_Idaho_21_2024	2024.2.9	4.093	4	4	35	7.922	7	6	36
EPI2415906_A_Darwin_9_2021	EPI3134187_A_Florida_06_2024	2024.1.8	6.91	6	6	37	10.925	10	9	39
EPI2415906_A_Darwin_9_2021	EPI3186602_A_Nevada_104_2024	2024.3.1	3.111	3	3	34	8.923	8	7	37
EPI2415906_A_Darwin_9_2021	EPI3186714_A_Washington_22_2024	2024.2.4	6.095	6	6	37	9.923	9	8	38
19194107_A_Thailand_8_2022	19628172_A_Colorado_228_2024	2024.11.10	2.957	3	2	39	8.992	9	8	48
19194107_A_Thailand_8_2022	19826182_A_South_Africa_R01135_2025	2025.1.28	2.955	3	2	39	7.006	7	6	46
19194107_A_Thailand_8_2022	19822399_A_Incheon_694_2025	2025.2.18	2.84	3	2	58	7.878	8	7	69
19194107_A_Thailand_8_2022	19794607_A_Jeonnam_359_2025	2025.1.13	2.961	3	2	39	6.996	7	6	46
19194107_A_Thailand_8_2022	20080759_A_Vietnam_5034_2025	2025.2.15	6.017	6	5	42	11.054	11	10	50
19194107_A_Thailand_8_2022	19884376_A_Canarias_1589_2025	2025.1.1	2.84	3	2	58	7.894	8	7	69
19194107_A_Thailand_8_2022	19800540_A_Denmark_860_2025	2025.2.3	4.9	5	4	41	6.945	7	6	46
19194107_A_Thailand_8_2022	19682309_A_Netherlands_10048_2025	2025.1.2	2.962	3	2	39	9.006	9	8	48
19194107_A_Thailand_8_2022	19874950_A_Denmark_2460_2025	2025.3.24	3.901	4	3	40	5.931	6	5	45
19194107_A_Thailand_8_2022	20073250_A_Ontario_1098_2025	2025.4.1	4.96	5	4	41	9.007	9	8	48
19194107_A_Thailand_8_2022	19897514_A_South_Africa_PATH-CERI-C068465_2025	2025.5.3	4.961	5	4	41	7.998	8	7	47
19194107_A_Thailand_8_2022	20261922_A_South_Africa_8325_2025	2025.8.28	9.848	10	9	65	10.953	11	10	72
19296516_A_Croatia_10136RV_2023	20284405_A_Bahrain_1648_2025	2025.10.19	6.579	6	6	44	8.167	8	8	47
19296516_A_Croatia_10136RV_2023	20284485_A_Bahrain_2180_2025	2025.10.23	5.598	6	5	29	6.207	6	6	32
19296516_A_Croatia_10136RV_2023	20284519_A_Catalonia_NSVH102734071_2025	2025.11.28	5.676	5	5	63	7.271	7	7	73
19296516_A_Croatia_10136RV_2023	20269338_A_Denmark_3567_2025	2025.11.10	7.755	8	7	65	7.382	7	7	73
19296516_A_Croatia_10136RV_2023	20269279_A_Denmark_3542_2025	2025.11.7	6.712	7	6	62	6.34	6	6	72
19296516_A_Croatia_10136RV_2023	20221173_A_Cardiff_0040_2025	2025.10.2	6.617	7	6	36	8.226	8	8	39
19296516_A_Croatia_10136RV_2023	20275639_A_Colorado_ISC-1470_2025	2025.10.28	5.721	6	5	61	8.349	8	8	74
19296516_A_Croatia_10136RV_2023	20275637_A_Colorado_ISC-1507_2025	2025.11.14	5.62	6	5	35	6.228	6	6	37
19296516_A_Croatia_10136RV_2023	20275348_A_Florida_32_2025	2025.10.29	5.679	5.5	5	63	7.003	7	5	71
19296516_A_Croatia_10136RV_2023	20275683_A_New_York_NIRC-IS-1504_2025	2025.11.13	5.62	6	5	35	6.226	6	6	37
19296516_A_Croatia_10136RV_2023	20262326_A_Colorado_ISC-1494_2025	2025.11.11	6.596	7	6	30	8.203	8	8	34
19296516_A_Croatia_10136RV_2023	20261837_A_Alaska_82_2025	2025.10.20	6.705	7	6	64	7.307	7	7	73
19296516_A_Croatia_10136RV_2023	20278399_A_Catalonia_NSVH171794172_2025	2025.12.3	5.62	6	5	35	7.234	7	7	38
19296516_A_Croatia_10136RV_2023	20261953_A_Wisconsin_152_2025	2025.11.3	5.676	5	5	63	6.275	6	6	72
19296516_A_Croatia_10136RV_2023	20262725_A_Catalonia_NSVH161522720_2025	2025.11.19	5.676	5	5	63	6.275	6	6	72
19296516_A_Croatia_10136RV_2023	20261957_A_Minnesota_109_2025	2025.10.25	6.731	7	6	64	7.345	7	7	73
19296516_A_Croatia_10136RV_2023	20279652_A_Lisboa_706_2025	2025.11.2	5.622	6	5	35	8.226	8	8	39
19296516_A_Croatia_10136RV_2023	20280416_A_Severomorsk_RII-MH264749S_2025	2025.11.18	5.676	5	5	63	6.271	6	6	72
19296516_A_Croatia_10136RV_2023	20280435_A_Saint-Petersburg_RII-MH264958S_2025	2025.11.26	7.676	7	7	65	6.275	6	6	72
19296516_A_Croatia_10136RV_2023	20280566_A_Saint-Petersburg_RII-25-0699S_2025	2025.11.17	7.667	7	6	62	7.278	7	7	73
19296516_A_Croatia_10136RV_2023	20281628_A_Saskatchewan_SKFLU469190_2025	2025.11.20	5.711	6	5	61	7.338	7	7	73
EPI103320_A_Moscow_10_1999	CY000024_A_New_York_30_2003	2003.12.2	12.169	12	11	17	25.527	25	24	31
EPI103320_A_Moscow_10_1999	CY000040_A_New_York_33_2004	2004.1.9	11.167	11	10	16	25.545	25	24	33
EPI103320_A_Moscow_10_1999	CY000056_A_New_York_35_2003	2003.12.4	12.167	12	11	17	24.537	24	23	32
EPI103320_A_Moscow_10_1999	CY000104_A_New_York_54_2003	2003.12.10	11.167	11	9	16	28.535	28	27	35
EPI103320_A_Moscow_10_1999	CY000144_A_New_York_26_2003	2003.12.2	11.173	11	10	16	22.559	22	21	28
EPI103320_A_Moscow_10_1999	CY000216_A_New_York_91_2002	2002.1.17	11.173	11	10	16	24.39	24	21	32
EPI103320_A_Moscow_10_1999	CY000272_A_New_York_53_2003	2003.12.11	11.173	11	10	16	22.553	22	21	28
EPI103320_A_Moscow_10_1999	CY000352_A_New_York_15_2003	2003.11.12	11.173	11	10	16	21.561	21	20	27
EPI103320_A_Moscow_10_1999	CY000512_A_New_York_4_2003	2003.12.8	12.169	12	11	17	24.533	24	23	30
EPI103320_A_Moscow_10_1999	CY000552_A_New_York_115_2002	2002.2.7	11.199	11	10	16	23.381	23	20	30
EPI103320_A_Moscow_10_1999	CY000768_A_New_York_10_2004	2004.1.30	10.203	10	9	15	24.561	24	23	31
EPI103320_A_Moscow_10_1999	CY000872_A_New_York_193_2003	2003.2.19	10.173	10	9	16	20.28	19	18	37
EPI103320_A_Moscow_10_1999	CY000908_A_New_York_13_2003	2003.11.12	11.165	11	9	16	24.533	24	23	32
EPI103320_A_Moscow_10_1999	CY001036_A_New_York_6_2004	2004.1.6	10.205	10	9	15	24.559	24	23	31
EPI103320_A_Moscow_10_1999	CY001095_A_New_York_24_2003	2003.12.1	12.173	12	11	17	22.553	22	21	28
EPI103320_A_Moscow_10_1999	CY001196_A_New_York_18_2003	2003.12.1	12.169	12	11	17	28.534	28	27	36
EPI103320_A_Moscow_10_1999	CY001300_A_New_York_37_2003	2003.12.4	11.167	11	10	16	24.535	24	23	32
EPI103320_A_Moscow_10_1999	CY001559_A_New_York_215_2003	2003.4.22	11.252	11	10	18	25.547	25	24	32
EPI103320_A_Moscow_10_1999	CY002335_A_New_York_77_2001	2001.12.26	11.199	11	10	16	24.38	24	21	32
EPI103320_A_Moscow_10_1999	CY002351_A_New_York_272_2003	2003.11.28	11.165	11	9	16	24.533	24	23	32
EPI103320_A_Moscow_10_1999	CY003287_A_New_York_438_2000	2000.1.18	2.74	3	2	8	3.436	3	3	19
EPI103320_A_Moscow_10_1999	CY006386_A_New_York_467_2004	2004.9.17	17.197	17	15	22	21.336	21	15	32
EPI103320_A_Moscow_10_1999	CY009267_A_New_York_499_2004	2004.1.15	11.203	11	10	16	24.561	24	23	31
EPI103320_A_Moscow_10_1999	CY013812_A_New_York_C4_2002	2002.2.1	12.197	12	11	17	24.387	24	21	32
EPI103320_A_Moscow_10_1999	CY032968_A_Yucatan_844_2003	2003.3.19	12.209	12	10	17	17.9	18	12	32
EPI103320_A_Moscow_10_1999	CY038574_A_Hong_Kong_HKU2_2004	2004.2.13	13.173	13	12	18	22.565	22	21	28
EPI103320_A_Moscow_10_1999	CY038614_A_Hong_Kong_HKU19_2004	2004.6.1	15.249	15	13	20	21.882	22	14	34
EPI103320_A_Moscow_10_1999	CY038622_A_Hong_Kong_HKU20_2004	2004.6.15	16.201	16	14	21	20.745	21	14	32
EPI103320_A_Moscow_10_1999	CY038638_A_Hong_Kong_HKU29_2004	2004.7.21	16.645	16	14	23	21.894	22	16	34
EPI103320_A_Moscow_10_1999	CY038646_A_Hong_Kong_HKU31_2004	2004.7.30	16.203	16	14	23	22.743	23	16	34
EPI103320_A_Moscow_10_1999	CY038654_A_Hong_Kong_HKU34_2004	2004.8.18	16.197	16	14	21	21.745	22	15	33
EPI103320_A_Moscow_10_1999	CY038950_A_Hong_Kong_HKU4_2004	2004.3.1	14.243	14	12	20	21.958	22	16	34
EPI103320_A_Moscow_10_1999	CY038958_A_Hong_Kong_HKU6_2004	2004.3.6	15.319	15	13	20	20.321	20	14	31
EPI103320_A_Moscow_10_1999	CY038990_A_Hong_Kong_HKU14_2004	2004.4.16	16.321	16	14	21	20.325	20	14	31
EPI103320_A_Moscow_10_1999	CY038998_A_Hong_Kong_HKU15_2004	2004.4.23	16.324	16	14	21	21.329	21	15	32
EPI103320_A_Moscow_10_1999	CY039014_A_Hong_Kong_HKU21_2004	2004.6.19	17.217	17	15	22	22.904	23	17	35
EPI103320_A_Moscow_10_1999	CY039030_A_Hong_Kong_HKU25_2004	2004.7.7	16.197	16	14	21	21.757	22	15	33
EPI103320_A_Moscow_10_1999	CY039038_A_Hong_Kong_HKU30_2004	2004.7.22	16.263	16	14	26	21.93	22	16	52
EPI103320_A_Moscow_10_1999	CY039166_A_Hong_Kong_HKU5_2004	2004.3.4	10.177	10	9	15	24.583	24	23	30
EPI103320_A_Moscow_10_1999	CY039174_A_Hong_Kong_HKU24_2004	2004.7.5	15.323	15	13	20	25.336	25	18	36
EPI103320_A_Moscow_10_1999	CY039494_A_Hong_Kong_HKU1_2004	2004.2.10	15.321	15	13	20	22.328	22	16	33
EPI103320_A_Moscow_10_1999	CY039502_A_Hong_Kong_HKU32_2004	2004.8.2	17.197	17	15	22	22.743	23	16	34
EPI103320_A_Moscow_10_1999	CY040321_A_Hong_Kong_HKU38_2004	2004.9.23	16.199	16	14	21	21.743	22	15	33
EPI103320_A_Moscow_10_1999	CY043751_A_Hong_Kong_HKU28_2004	2004.7.17	16.659	16	14	28	20.932	21	15	55
EPI103320_A_Moscow_10_1999	CY088027_A_England_425_2003	2003.10.29	11.181	11	9	16	28.635	28	27	38
EPI103320_A_Moscow_10_1999	CY088035_A_England_438_2003	2003.11.12	10.169	10	9	15	24.527	24	23	30
EPI103320_A_Moscow_10_1999	CY088115_A_England_467_2003	2003.11.6	11.169	11	10	16	25.531	25	24	31
EPI103320_A_Moscow_10_1999	CY088131_A_Scotland_78_2003	2003.11.7	11.175	11	9	16	26.687	26	25	33
EPI103320_A_Moscow_10_1999	CY088139_A_Scotland_79_2003	2003.11.8	11.169	11	10	16	25.531	25	24	31
EPI103320_A_Moscow_10_1999	CY088187_A_England_944_2003	2003.11.17	11.175	11	9	16	28.629	28	27	35
