vaccineStrain	compareStrain	tipDate	mean_N	median_N	min_N	max_N	mean_S	median_S	min_S	max_S
1841681_A_Cambodia_e0826360_2020	1952515_A_Pennsylvania_06_2021	2021.11.21	3.032	3	3	23	10.517	10	9	94
1841681_A_Cambodia_e0826360_2020	1958506_A_Khakassia_155_06V_2021	2021.11.30	3.029	3	3	23	11.507	11	10	93
1841681_A_Cambodia_e0826360_2020	1960344_A_Montana_10_2021	2021.11.29	3.028	3	3	23	10.497	10	9	92
1841681_A_Cambodia_e0826360_2020	1964326_A_California_46_2021	2021.12.19	3.049	3	3	23	11.58	11	10	93
1841681_A_Cambodia_e0826360_2020	1983154_A_Montana_02_2022	2022.1.6	3.021	3	3	23	10.458	10	9	92
1841681_A_Cambodia_e0826360_2020	1992288_A_Wyoming_09_2021	2021.12.2	3.032	3	3	23	10.517	10	9	94
1841681_A_Cambodia_e0826360_2020	2004157_A_North_Dakota_03_2022	2022.2.9	3.032	3	3	23	12.524	12	11	97
1841681_A_Cambodia_e0826360_2020	2007488_A_New_Mexico_07_2022	2022.2.14	3.018	3	3	14	12.472	12	11	78
1841681_A_Cambodia_e0826360_2020	2019560_A_Novosibirsk_RII_MH60652S_2022	2022.1.10	3.031	3	3	23	11.515	11	10	93
1841681_A_Cambodia_e0826360_2020	2042591_A_Picardie_21593_2022	2022.3.21	3.03	3	3	23	10.519	10	9	93
1841681_A_Cambodia_e0826360_2020	2042752_A_Lorraine_23758_2022	2022.3.26	3.051	3	3	23	10.604	10	9	96
1841681_A_Cambodia_e0826360_2020	2042994_A_Lorraine_28541_2022	2022.4.9	3.04	3	3	23	15.547	15	14	97
1841681_A_Cambodia_e0826360_2020	2043548_A_Berlin_23_2022	2022.3.17	4.018	4	4	15	11.494	11	10	77
1841681_A_Cambodia_e0826360_2020	2046104_A_Krasnodar_Krai_183_10V_2021	2021.12.17	5.037	5	5	16	14.575	14	13	82
1841681_A_Cambodia_e0826360_2020	2063583_A_Idaho_25_2022	2022.5.1	4.032	4	4	24	10.561	10	9	92
1841681_A_Cambodia_e0826360_2020	2077428_A_Berlin_61_2022	2022.4.25	4.05	4	4	22	19.494	19	19	93
1841681_A_Cambodia_e0826360_2020	2127871_A_Michigan_35_2022	2022.5.18	4.053	4	4	22	17.542	17	17	91
1841681_A_Cambodia_e0826360_2020	2136215_A_Abu_Dhabi_1812537_2022	2022.6.30	4.05	4	4	22	19.508	19	19	95
1841681_A_Cambodia_e0826360_2020	2176957_A_Florida_70_2022	2022.8.8	4.053	4	4	22	18.532	18	18	92
1841681_A_Cambodia_e0826360_2020	2194875_A_Maldives_875_2022	2022.9.9	4.065	4	4	24	15.532	15	15	89
1841681_A_Cambodia_e0826360_2020	2233523_A_Ayutthaya_NIC_P2289_2022	2022.7.18	3.018	3	3	14	15.531	15	14	81
1841681_A_Cambodia_e0826360_2020	2325220_A_Finland_298_2022	2022.9.4	3.051	3	3	23	10.604	10	9	92
1841681_A_Cambodia_e0826360_2020	2500106_A_ABUDHABI_UAE_1112067_2022	2022.4.25	3.03	3	3	23	10.521	10	9	92
1841681_A_Cambodia_e0826360_2020	2503987_A_British_Columbia_124_2022	2022.6.19	4.038	4	4	26	13.452	13	10	96
EPI2415906_A_Darwin_9_2021	19296516_A_Croatia_10136RV_2023	2023.12.4	5.033	5	5	11	26.561	26	25	80
EPI2415906_A_Darwin_9_2021	19377008_A_Arica_52920_2024	2024.7.1	5.037	5	5	11	27.597	27	27	76
EPI2415906_A_Darwin_9_2021	19355069_A_Chiang_Rai_1932_2024	2024.3.27	5.032	5	5	11	28.545	28	28	82
EPI2415906_A_Darwin_9_2021	19378437_A_Denmark_2208_2024	2024.6.29	5.035	5	5	11	29.564	29	29	78
EPI2415906_A_Darwin_9_2021	19522825_A_Denmark_2281_2024	2024.8.26	5.033	5	5	9	30.528	30	29	57
EPI2415906_A_Darwin_9_2021	19455563_A_England_2481021_2024	2024.6.4	5.039	5	5	11	30.588	30	30	79
EPI2415906_A_Darwin_9_2021	19539069_A_Ghana_1122_2024	2024.7.24	5.041	5	5	11	29.577	29	29	80
EPI2415906_A_Darwin_9_2021	19298604_A_Ghana_3370_2024	2024.6.6	5.035	5	5	11	28.559	28	28	77
EPI2415906_A_Darwin_9_2021	19377137_A_Guyana_10084_2024	2024.5.28	6.037	6	6	12	28.559	28	27	77
EPI2415906_A_Darwin_9_2021	19274403_A_Hungary_264_2024	2024.3.26	5.037	5	5	11	27.561	27	27	76
EPI2415906_A_Darwin_9_2021	19355364_A_Kenya_139_2024	2024.5.23	5.036	5	5	11	28.577	28	27	82
EPI2415906_A_Darwin_9_2021	19388144_A_Saudi_Arabia_PHL_FS8301_2024	2024.7.6	5.035	5	5	11	33.578	33	33	84
EPI2415906_A_Darwin_9_2021	19052814_A_Serbia_514284_2024	2024.3.8	5.054	5	5	23	30.647	30	30	103
EPI2415906_A_Darwin_9_2021	19539108_A_Wellington_85_2024	2024.8.14	6.034	6	6	12	28.585	28	28	82
EPI2415906_A_Darwin_9_2021	19208620_A_Wisconsin_80_2024	2024.5.25	5.035	5	5	11	26.559	26	26	75
EPI2415906_A_Darwin_9_2021	19642627_A_Jeju_4080_2024	2024.9.23	5.037	5	5	11	30.561	30	30	79
EPI2415906_A_Darwin_9_2021	19632815_A_Jeonbuk_3813_2024	2024.3.11	5.037	5	5	11	28.6	28	28	82
EPI2415906_A_Darwin_9_2021	19632822_A_Seoul_3837_2024	2024.3.18	7.035	7	7	13	29.579	29	29	80
EPI2415906_A_Darwin_9_2021	2206316_A_Rogerstone_2168_2022	2022.10.10	0.043	0	0	24	4.488	5	3	96
EPI2415906_A_Darwin_9_2021	2208308_A_Lourdes_53101_2022	2022.10.8	5.032	5	5	11	22.535	22	22	76
EPI2415906_A_Darwin_9_2021	2252381_A_Maine_07_2022	2022.10.27	5.037	5	5	11	22.539	22	22	73
EPI2415906_A_Darwin_9_2021	2253452_A_Kansas_25_2022	2022.10.19	5.033	5	5	11	22.44	22	22	73
EPI2415906_A_Darwin_9_2021	2254250_A_Centre_56613_2022	2022.11.23	5.033	5	5	11	22.537	22	21	76
EPI2415906_A_Darwin_9_2021	2257357_A_Austria_MUW1572306_2022	2022.11.30	5.029	5	5	9	25.499	25	25	54
EPI2415906_A_Darwin_9_2021	2283189_A_Denmark_3146_2022	2022.11.10	5.034	5	5	11	23.541	23	23	79
EPI2415906_A_Darwin_9_2021	2367511_A_Connecticut_04_2023	2023.1.4	5.035	5	5	11	24.567	24	24	78
EPI2415906_A_Darwin_9_2021	2385451_A_Oman_8557_2022	2022.12.4	0.067	0	0	12	6.42	6	5	73
EPI2415906_A_Darwin_9_2021	2424342_A_Baden_Wuerttemberg_144_2022	2022.12.1	5.035	5	5	11	24.531	24	24	75
EPI2415906_A_Darwin_9_2021	2424895_A_Sachsen_Anhalt_3_2023	2023.1.1	5.035	5	5	11	23.559	23	23	77
EPI2415906_A_Darwin_9_2021	2441868_A_Minnesota_08_2023	2023.1.11	5.039	5	5	11	20.579	20	20	74
EPI2415906_A_Darwin_9_2021	2467517_A_HaidianCDC_12962_2023	2023.3.2	0.029	0	0	15	8.948	8	8	84
EPI2415906_A_Darwin_9_2021	2498550_A_California_32_2023	2023.1.5	5.033	5	5	11	25.57	25	24	79
EPI2415906_A_Darwin_9_2021	2498622_A_Kansas_01_2023	2023.2.26	5.032	5	5	11	23.557	23	23	77
EPI2415906_A_Darwin_9_2021	2534759_A_Minnesota_18_2023	2023.2.22	5.033	5	5	14	22.527	22	22	78
EPI2415906_A_Darwin_9_2021	2539626_A_Nordrhein_Westfalen_128_2022	2022.12.20	0.029	0	0	12	4.451	5	3	71
EPI2415906_A_Darwin_9_2021	2571528_A_Bhutan_001_2022	2022.11.21	1.022	1	1	11	2.312	2	2	51
EPI2415906_A_Darwin_9_2021	2587133_A_Berlin_265_2022	2022.12.19	5.032	5	5	11	25.541	25	25	79
EPI2415906_A_Darwin_9_2021	2599401_A_Lebanon_2787_2023	2023.3.28	5.035	5	5	11	25.593	25	25	79
EPI2415906_A_Darwin_9_2021	2689682_A_Costa_Rica_8476_2023	2023.6.26	0.018	0	0	10	9.868	9	9	58
EPI2415906_A_Darwin_9_2021	2716167_A_Kentucky_06_2023	2023.7.18	5.035	5	5	11	25.555	25	25	74
EPI2415906_A_Darwin_9_2021	2716351_A_Guatemala_378_2023	2023.4.22	6.035	6	6	12	25.69	25	25	74
EPI2415906_A_Darwin_9_2021	2732731_A_Bangladesh_9003_2023	2023.5.8	5.035	5	5	11	25.564	25	25	74
EPI2415906_A_Darwin_9_2021	2736750_A_Finland_407_2023	2023.8.11	4.035	4	4	10	20.444	20	20	69
EPI2415906_A_Darwin_9_2021	2758811_A_Catalonia_NSVH102158148_2023	2023.9.6	5.035	5	5	11	23.557	23	23	72
EPI2415906_A_Darwin_9_2021	EPI2800450_A_Phra_Nakhon_Si_Ayutthaya_P4330_2023	2023.10.2	6.039	6	6	12	25.621	25	25	79
EPI2415906_A_Darwin_9_2021	EPI2817864_A_Nakhon_Phanom_P4970_2023	2023.11.3	5.029	5	5	9	26.501	26	25	48
EPI2415906_A_Darwin_9_2021	EPI2819091_A_Nebraska_13_2023	2023.11.15	6.035	6	6	12	26.566	26	26	77
EPI2415906_A_Darwin_9_2021	EPI2845383_A_Saint_Petersburg_RII_169_2023	2023.10.31	5.037	5	5	11	26.561	26	26	77
EPI2415906_A_Darwin_9_2021	EPI2901414_A_California_118_2023	2023.11.29	5.029	5	5	9	26.837	26	26	55
EPI2415906_A_Darwin_9_2021	EPI2926182_A_Hong_Kong_3084_2023	2023.12.1	5.037	5	5	11	26.551	26	26	75
EPI2415906_A_Darwin_9_2021	EPI2970652_A_Saratov_RII_3_2023	2023.12.22	6.047	6	6	24	28.575	28	28	101
EPI2415906_A_Darwin_9_2021	EPI3055327_A_New_Hampshire_02_2024	2024.1.4	5.036	5	5	11	22.578	22	22	78
EPI2415906_A_Darwin_9_2021	EPI3089330_A_Penarth_6936_2024	2024.1.22	7.033	7	7	13	27.582	27	26	81
EPI2415906_A_Darwin_9_2021	EPI3095110_A_Samara_22_2023	2023.12.22	5.029	5	5	9	28.513	28	28	57
EPI2415906_A_Darwin_9_2021	EPI3133740_A_Idaho_21_2024	2024.2.9	6.032	6	6	12	28.566	28	28	82
EPI2415906_A_Darwin_9_2021	EPI3134187_A_Florida_06_2024	2024.1.8	5.037	5	5	11	23.572	23	23	74
EPI2415906_A_Darwin_9_2021	EPI3186602_A_Nevada_104_2024	2024.3.1	5.035	5	5	11	27.575	27	27	81
EPI2415906_A_Darwin_9_2021	EPI3186714_A_Washington_22_2024	2024.2.4	5.039	5	5	11	24.625	24	24	78
19194107_A_Thailand_8_2022	19628172_A_Colorado_228_2024	2024.11.10	6.049	6	6	24	37.984	37	37	110
19194107_A_Thailand_8_2022	19826182_A_South_Africa_R01135_2025	2025.1.28	6.063	6	6	24	39.646	39	39	112
19194107_A_Thailand_8_2022	19822399_A_Incheon_694_2025	2025.2.18	7.037	7	7	13	37.607	37	37	86
19194107_A_Thailand_8_2022	19794607_A_Jeonnam_359_2025	2025.1.13	6.041	6	6	12	37.657	37	37	91
19194107_A_Thailand_8_2022	20080759_A_Vietnam_5034_2025	2025.2.15	5.035	5	5	11	37.635	37	37	86
19194107_A_Thailand_8_2022	19884376_A_Canarias_1589_2025	2025.1.1	6.039	6	6	12	40.69	40	40	94
19194107_A_Thailand_8_2022	19800540_A_Denmark_860_2025	2025.2.3	5.041	5	5	11	39.627	39	39	90
19194107_A_Thailand_8_2022	19682309_A_Netherlands_10048_2025	2025.1.2	6.039	6	6	12	40.682	40	40	94
19194107_A_Thailand_8_2022	19874950_A_Denmark_2460_2025	2025.3.24	6.056	6	6	12	39.639	39	38	93
19194107_A_Thailand_8_2022	20073250_A_Ontario_1098_2025	2025.4.1	6.035	6	6	10	36.605	36	36	67
19194107_A_Thailand_8_2022	19897514_A_South_Africa_PATH-CERI-C068465_2025	2025.5.3	5.036	5	5	11	35.612	35	35	89
19194107_A_Thailand_8_2022	20261922_A_South_Africa_8325_2025	2025.8.28	6.041	6	6	12	42.711	42	42	96
19296516_A_Croatia_10136RV_2023	20284405_A_Bahrain_1648_2025	2025.10.19	0.042	0	0	10	11.805	11	10	97
19296516_A_Croatia_10136RV_2023	20284485_A_Bahrain_2180_2025	2025.10.23	0.036	0	0	10	11.778	11	11	99
19296516_A_Croatia_10136RV_2023	20284519_A_Catalonia_NSVH102734071_2025	2025.11.28	1.042	1	1	11	9.813	9	9	95
19296516_A_Croatia_10136RV_2023	20269338_A_Denmark_3567_2025	2025.11.10	1.056	1	1	23	9.867	9	9	115
19296516_A_Croatia_10136RV_2023	20269279_A_Denmark_3542_2025	2025.11.7	0.034	0	0	10	10.738	10	10	94
19296516_A_Croatia_10136RV_2023	20221173_A_Cardiff_0040_2025	2025.10.2	0.041	0	0	13	11.789	11	11	100
19296516_A_Croatia_10136RV_2023	20275639_A_Colorado_ISC-1470_2025	2025.10.28	0.042	0	0	10	9.807	9	9	95
19296516_A_Croatia_10136RV_2023	20275637_A_Colorado_ISC-1507_2025	2025.11.14	0.036	0	0	10	9.764	9	9	97
19296516_A_Croatia_10136RV_2023	20275348_A_Florida_32_2025	2025.10.29	0.034	0	0	10	11.741	11	11	95
19296516_A_Croatia_10136RV_2023	20275683_A_New_York_NIRC-IS-1504_2025	2025.11.13	0.036	0	0	10	9.766	9	9	97
19296516_A_Croatia_10136RV_2023	20262326_A_Colorado_ISC-1494_2025	2025.11.11	0.004	0	0	2	10.509	10	10	16
19296516_A_Croatia_10136RV_2023	20261837_A_Alaska_82_2025	2025.10.20	0.042	0	0	10	10.809	10	10	96
19296516_A_Croatia_10136RV_2023	20278399_A_Catalonia_NSVH171794172_2025	2025.12.3	0.01	0	0	8	12.553	12	10	74
19296516_A_Croatia_10136RV_2023	20261953_A_Wisconsin_152_2025	2025.11.3	0.036	0	0	10	11.768	11	11	99
19296516_A_Croatia_10136RV_2023	20262725_A_Catalonia_NSVH161522720_2025	2025.11.19	0.041	0	0	13	11.792	11	11	100
19296516_A_Croatia_10136RV_2023	20261957_A_Minnesota_109_2025	2025.10.25	0.042	0	0	10	9.807	9	9	95
19296516_A_Croatia_10136RV_2023	20279652_A_Lisboa_706_2025	2025.11.2	0.034	0	0	10	11.735	11	11	95
19296516_A_Croatia_10136RV_2023	20280416_A_Severomorsk_RII-MH264749S_2025	2025.11.18	0.044	0	0	10	10.811	10	10	96
19296516_A_Croatia_10136RV_2023	20280435_A_Saint-Petersburg_RII-MH264958S_2025	2025.11.26	0.038	0	0	10	9.784	9	9	95
19296516_A_Croatia_10136RV_2023	20280566_A_Saint-Petersburg_RII-25-0699S_2025	2025.11.17	0.036	0	0	10	10.766	10	10	98
19296516_A_Croatia_10136RV_2023	20281628_A_Saskatchewan_SKFLU469190_2025	2025.11.20	1.036	1	1	11	13.751	13	13	97
EPI103320_A_Moscow_10_1999	CY000024_A_New_York_30_2003	2003.12.2	7.896	7	7	12	26.531	27	24	35
EPI103320_A_Moscow_10_1999	CY000040_A_New_York_33_2004	2004.1.9	8.894	8	8	13	29.533	30	27	38
EPI103320_A_Moscow_10_1999	CY000056_A_New_York_35_2003	2003.12.4	8.894	8	8	13	25.533	26	23	34
EPI103320_A_Moscow_10_1999	CY000104_A_New_York_54_2003	2003.12.10	8.894	8	8	13	26.529	27	24	35
EPI103320_A_Moscow_10_1999	CY000144_A_New_York_26_2003	2003.12.2	8.894	8	8	13	26.528	27	24	35
EPI103320_A_Moscow_10_1999	CY000216_A_New_York_91_2002	2002.1.17	7.896	7	7	12	25.537	26	23	34
EPI103320_A_Moscow_10_1999	CY000272_A_New_York_53_2003	2003.12.11	8.896	8	8	13	25.533	26	23	34
EPI103320_A_Moscow_10_1999	CY000352_A_New_York_15_2003	2003.11.12	8.894	8	8	13	25.528	26	23	34
EPI103320_A_Moscow_10_1999	CY000512_A_New_York_4_2003	2003.12.8	8.896	8	8	13	26.535	27	24	35
EPI103320_A_Moscow_10_1999	CY000552_A_New_York_115_2002	2002.2.7	7.894	7	7	12	24.522	25	22	33
EPI103320_A_Moscow_10_1999	CY000768_A_New_York_10_2004	2004.1.30	7.894	7	7	12	26.545	27	24	35
EPI103320_A_Moscow_10_1999	CY000872_A_New_York_193_2003	2003.2.19	6.9	6	6	11	26.893	27	24	42
EPI103320_A_Moscow_10_1999	CY000908_A_New_York_13_2003	2003.11.12	8.894	8	8	13	26.527	27	24	35
EPI103320_A_Moscow_10_1999	CY001036_A_New_York_6_2004	2004.1.6	7.894	7	7	12	25.543	26	23	34
EPI103320_A_Moscow_10_1999	CY001095_A_New_York_24_2003	2003.12.1	8.896	8	8	13	27.531	28	25	36
EPI103320_A_Moscow_10_1999	CY001196_A_New_York_18_2003	2003.12.1	8.894	8	8	13	27.532	28	25	36
EPI103320_A_Moscow_10_1999	CY001300_A_New_York_37_2003	2003.12.4	8.894	8	8	13	26.527	27	24	35
EPI103320_A_Moscow_10_1999	CY001559_A_New_York_215_2003	2003.4.22	7.894	7	7	12	27.353	27	24	36
EPI103320_A_Moscow_10_1999	CY002335_A_New_York_77_2001	2001.12.26	7.894	7	7	12	22.497	23	20	31
EPI103320_A_Moscow_10_1999	CY002351_A_New_York_272_2003	2003.11.28	8.894	8	8	13	26.527	27	24	35
EPI103320_A_Moscow_10_1999	CY003287_A_New_York_438_2000	2000.1.18	4.673	5	4	7	12.425	13	6	19
EPI103320_A_Moscow_10_1999	CY006386_A_New_York_467_2004	2004.9.17	9.362	9	8	12	17.23	17	16	26
EPI103320_A_Moscow_10_1999	CY009267_A_New_York_499_2004	2004.1.15	7.894	7	7	12	26.543	27	24	35
EPI103320_A_Moscow_10_1999	CY013812_A_New_York_C4_2002	2002.2.1	7.894	7	7	12	26.526	27	24	35
EPI103320_A_Moscow_10_1999	CY032968_A_Yucatan_844_2003	2003.3.19	5.366	5	4	8	14.567	14	14	24
EPI103320_A_Moscow_10_1999	CY038574_A_Hong_Kong_HKU2_2004	2004.2.13	7.894	7	7	12	27.548	28	25	36
EPI103320_A_Moscow_10_1999	CY038614_A_Hong_Kong_HKU19_2004	2004.6.1	5.366	5	4	8	18.597	18	18	28
EPI103320_A_Moscow_10_1999	CY038622_A_Hong_Kong_HKU20_2004	2004.6.15	6.362	6	5	9	18.601	18	18	28
EPI103320_A_Moscow_10_1999	CY038638_A_Hong_Kong_HKU29_2004	2004.7.21	5.364	5	4	8	19.889	19.5	19	29
EPI103320_A_Moscow_10_1999	CY038646_A_Hong_Kong_HKU31_2004	2004.7.30	6.362	6	5	9	19.597	19	19	29
EPI103320_A_Moscow_10_1999	CY038654_A_Hong_Kong_HKU34_2004	2004.8.18	6.362	6	5	9	19.601	19	19	29
EPI103320_A_Moscow_10_1999	CY038950_A_Hong_Kong_HKU4_2004	2004.3.1	6.362	6	5	9	15.576	15	15	25
EPI103320_A_Moscow_10_1999	CY038958_A_Hong_Kong_HKU6_2004	2004.3.6	7.368	7	6	11	17.235	17	16	26
EPI103320_A_Moscow_10_1999	CY038990_A_Hong_Kong_HKU14_2004	2004.4.16	7.368	7	6	10	20.252	20	19	29
EPI103320_A_Moscow_10_1999	CY038998_A_Hong_Kong_HKU15_2004	2004.4.23	7.366	7	6	10	15.233	15	14	24
EPI103320_A_Moscow_10_1999	CY039014_A_Hong_Kong_HKU21_2004	2004.6.19	5.364	5	4	8	19.598	19	17	29
EPI103320_A_Moscow_10_1999	CY039030_A_Hong_Kong_HKU25_2004	2004.7.7	6.364	6	5	9	19.597	19	19	29
EPI103320_A_Moscow_10_1999	CY039038_A_Hong_Kong_HKU30_2004	2004.7.22	5.364	5	4	8	17.598	17	17	27
EPI103320_A_Moscow_10_1999	CY039166_A_Hong_Kong_HKU5_2004	2004.3.4	7.901	7	7	13	26.596	27	24	36
EPI103320_A_Moscow_10_1999	CY039174_A_Hong_Kong_HKU24_2004	2004.7.5	7.366	7	6	10	17.233	17	16	26
EPI103320_A_Moscow_10_1999	CY039494_A_Hong_Kong_HKU1_2004	2004.2.10	7.366	7	6	10	14.233	14	13	23
EPI103320_A_Moscow_10_1999	CY039502_A_Hong_Kong_HKU32_2004	2004.8.2	7.362	7	6	10	19.597	19	19	29
EPI103320_A_Moscow_10_1999	CY040321_A_Hong_Kong_HKU38_2004	2004.9.23	6.362	6	5	9	19.606	19	19	29
EPI103320_A_Moscow_10_1999	CY043751_A_Hong_Kong_HKU28_2004	2004.7.17	5.364	5	4	8	19.891	20	19	29
EPI103320_A_Moscow_10_1999	CY088027_A_England_425_2003	2003.10.29	8.894	8	8	13	27.529	28	25	36
EPI103320_A_Moscow_10_1999	CY088035_A_England_438_2003	2003.11.12	8.9	8	8	13	25.561	26	23	34
EPI103320_A_Moscow_10_1999	CY088115_A_England_467_2003	2003.11.6	7.894	7	7	12	26.533	27	24	35
EPI103320_A_Moscow_10_1999	CY088131_A_Scotland_78_2003	2003.11.7	8.894	8	8	13	26.535	27	24	35
EPI103320_A_Moscow_10_1999	CY088139_A_Scotland_79_2003	2003.11.8	8.9	8	8	13	24.559	25	22	33
EPI103320_A_Moscow_10_1999	CY088187_A_England_944_2003	2003.11.17	8.894	8	8	13	28.529	29	26	37
